schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B041-Q001,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,,CLOZE_SINGLE,"Au fond du jardin botanique, vous remarquez quelque chose pour la première fois. Complétez : « Près de la serre, ___ un bassin rond. »",fr-FR,c’est,ce sont,ils y a,il y a,fr-FR,D,Le bassin est annoncé comme une présence nouvelle ; la forme existentielle attendue est « il y a ».,Incorrect : « c’est » identifierait un référent déjà présenté.,Incorrect : « ce sont » sert à identifier un référent pluriel déjà présent dans le discours.,Incorrect : La construction existentielle est impersonnelle : on dit toujours « il y a ».,Correct : Le bassin est annoncé comme une présence nouvelle ; la forme existentielle attendue est « il y a ».,fr-FR,fb75fac3-efc5-5bca-92cb-2962db512ba3,33e40676-a1d9-582e-b366-297e882451ba,e258096b-82eb-596d-8850-c0bf3f7a8809,,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q002,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,,CLOZE_SINGLE,"Une cloche ancienne vient d’être signalée dans la tour. Complétez l’identification : « Cette cloche, ___ la cloche de l’école. »",fr-FR,c’est,il y a,ce sont,ils y a,fr-FR,A,La cloche est déjà introduite et elle est singulière ; on l’identifie avec « c’est ».,Correct : La cloche est déjà introduite et elle est singulière ; on l’identifie avec « c’est ».,Incorrect : « il y a » introduirait une existence au lieu d’identifier la cloche déjà signalée.,"Incorrect : Le référent à identifier est singulier, donc « ce sont » ne convient pas.",Incorrect : « ils y a » n’est pas la forme impersonnelle correcte.,fr-FR,,f18ee925-9fd0-5dc5-96e4-11d60af329a9,2a99e2e2-7826-5d4e-9bee-83404d05fc36,0501d289-9ca7-5c64-a2f5-67fc12e4f511,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q003,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,,CLOZE_SINGLE,"Aucun lieu n’est précisé : l’annonce porte seulement sur l’existence de plusieurs séances. Complétez : « Demain matin, ___ trois séances d’accueil. »",fr-FR,ce sont,il y a,ils y a,c’est,fr-FR,B,"Même avec un nom pluriel et sans lieu exprimé, l’existence s’annonce avec la forme impersonnelle « il y a ».",Incorrect : « ce sont » identifierait les séances au lieu d’annoncer leur existence.,"Correct : Même avec un nom pluriel et sans lieu exprimé, l’existence s’annonce avec la forme impersonnelle « il y a ».",Incorrect : Le pluriel du nom ne change pas la forme impersonnelle « il y a ».,Incorrect : « c’est » ne sert pas ici à introduire plusieurs événements nouveaux.,fr-FR,fb75fac3-efc5-5bca-92cb-2962db512ba3,,e258096b-82eb-596d-8850-c0bf3f7a8809,33e40676-a1d9-582e-b366-297e882451ba,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q004,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,,CLOZE_SINGLE,"Le paragraphe a d’abord annoncé une maquette, trois plans et deux photos, puis il a déjà identifié la maquette. La phrase cible doit maintenant identifier uniquement les trois plans, sans les présenter de nouveau. Complétez : « Les documents marqués P, ___ les plans de rénovation. »",fr-FR,c’est,il y a,ce sont,ils y a,fr-FR,C,"Le lecteur doit suivre le changement de référent après une première identification : les trois plans sont déjà introduits, ils sont pluriels et doivent donc être identifiés avec « ce sont ».",Incorrect : Le référent identifié est pluriel ; « c’est » ne respecte pas ce nombre.,Incorrect : « il y a » annoncerait une existence plutôt que d’identifier les plans déjà introduits.,"Correct : Le lecteur doit suivre le changement de référent après une première identification : les trois plans sont déjà introduits, ils sont pluriels et doivent donc être identifiés avec « ce sont ».",Incorrect : « ils y a » est une fausse variation plurielle de la forme impersonnelle.,fr-FR,2a99e2e2-7826-5d4e-9bee-83404d05fc36,f18ee925-9fd0-5dc5-96e4-11d60af329a9,,0501d289-9ca7-5c64-a2f5-67fc12e4f511,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q005,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,,CLOZE_CONTEXT,"Vous entrez pour la première fois dans une petite bibliothèque de quartier. Complétez : « À gauche de la porte, ___ un chariot de livres. »",fr-FR,c’est,ce sont,ils y a,il y a,fr-FR,D,Le chariot est découvert et annoncé pour la première fois ; « il y a » convient à cette fonction.,"Incorrect : La phrase annonce une présence nouvelle, elle ne l’identifie pas.",Incorrect : Il ne s’agit pas d’identifier un référent pluriel.,Incorrect : La forme correcte reste « il y a ».,Correct : Le chariot est découvert et annoncé pour la première fois ; « il y a » convient à cette fonction.,fr-FR,fb75fac3-efc5-5bca-92cb-2962db512ba3,33e40676-a1d9-582e-b366-297e882451ba,e258096b-82eb-596d-8850-c0bf3f7a8809,,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q006,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,,CLOZE_CONTEXT,On vient d’apercevoir deux lanternes au-dessus de la scène. Complétez : « ___ les lanternes utilisées pour le spectacle de ce soir. »,fr-FR,ce sont,c’est,il y a,ils y a,fr-FR,A,Les deux lanternes sont déjà présentes dans le discours et sont plurielles ; on les identifie par « ce sont ».,Correct : Les deux lanternes sont déjà présentes dans le discours et sont plurielles ; on les identifie par « ce sont ».,Incorrect : Les lanternes sont plurielles ; « c’est » ne respecte pas le nombre du référent identifié.,Incorrect : Leur existence est déjà annoncée ; la phrase doit les identifier.,Incorrect : Cette forme plurielle de « il y a » est incorrecte.,fr-FR,,2a99e2e2-7826-5d4e-9bee-83404d05fc36,f18ee925-9fd0-5dc5-96e4-11d60af329a9,0501d289-9ca7-5c64-a2f5-67fc12e4f511,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q007,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,,CLOZE_CONTEXT,"Le programme ne donne aucun lieu, mais introduit un événement nouveau. Choisissez la forme correcte : « Après la pause, ___ une démonstration de sécurité. »",fr-FR,c’est,il y a,ce sont,ils y a,fr-FR,B,"Le lieu peut rester implicite : pour annoncer l’existence de la démonstration, on emploie « il y a ».",Incorrect : La démonstration n’est pas un référent à identifier : elle est annoncée.,"Correct : Le lieu peut rester implicite : pour annoncer l’existence de la démonstration, on emploie « il y a ».",Incorrect : Cette forme d’identification plurielle ne convient pas à une annonce d’existence.,Incorrect : La construction impersonnelle ne varie pas avec le nom qui suit.,fr-FR,fb75fac3-efc5-5bca-92cb-2962db512ba3,,33e40676-a1d9-582e-b366-297e882451ba,e258096b-82eb-596d-8850-c0bf3f7a8809,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q008,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,,CLOZE_CONTEXT,Un colis est déjà mentionné sur le comptoir. Complétez la reprise : « Il y a un colis près de la caisse. ___ le colis attendu par la direction. »,fr-FR,il y a,ce sont,c’est,ils y a,fr-FR,C,"Après l’introduction du colis avec « il y a », le référent singulier est identifié par « c’est ».","Incorrect : La seconde phrase doit identifier le colis déjà introduit, non le présenter de nouveau.",Incorrect : Le colis est singulier.,"Correct : Après l’introduction du colis avec « il y a », le référent singulier est identifié par « c’est ».",Incorrect : « ils y a » n’est pas une construction correcte.,fr-FR,f18ee925-9fd0-5dc5-96e4-11d60af329a9,2a99e2e2-7826-5d4e-9bee-83404d05fc36,,0501d289-9ca7-5c64-a2f5-67fc12e4f511,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q009,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,ba8cf05e-4afe-4e59-88f4-3b9f6aa9a0b4,L09-S01,,CLOZE_CONTEXT,"Deux annonces successives doivent rester de simples constats d’existence. Complétez les deux blancs : « À l’aube, ___ un départ de navette ; en fin de journée, ___ deux retours. »",fr-FR,c’est / ce sont,il y a / ils y a,ce sont / il y a,il y a / il y a,fr-FR,D,"Les deux segments annoncent des événements nouveaux ; la forme impersonnelle « il y a » reste identique, même devant « deux retours ».",Incorrect : Ces formes identifieraient des référents au lieu d’annoncer les événements.,Incorrect : La deuxième forme ne devient pas plurielle devant « deux retours ».,Incorrect : Le premier blanc doit lui aussi annoncer une existence.,"Correct : Les deux segments annoncent des événements nouveaux ; la forme impersonnelle « il y a » reste identique, même devant « deux retours ».",fr-FR,fb75fac3-efc5-5bca-92cb-2962db512ba3,e258096b-82eb-596d-8850-c0bf3f7a8809,33e40676-a1d9-582e-b366-297e882451ba,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B041-Q010,1,3a93c97f-cdce-4896-98be-892e3354b7fc,L09,0c3af28d-4e6c-4ff6-92d5-b494d6af3646,L09-S02,,CLOZE_CONTEXT,Une sculpture et quatre esquisses ont déjà été présentées. Complétez les identifications dans cet ordre : « ___ la sculpture offerte par la ville ; ___ les esquisses préparatoires. »,fr-FR,c’est / ce sont,ce sont / c’est,il y a / il y a,c’est / c’est,fr-FR,A,"La sculpture singulière s’identifie avec « c’est », tandis que les quatre esquisses plurielles s’identifient avec « ce sont ».","Correct : La sculpture singulière s’identifie avec « c’est », tandis que les quatre esquisses plurielles s’identifient avec « ce sont ».","Incorrect : Les nombres sont inversés : sculpture singulière, esquisses plurielles.",Incorrect : Les référents sont déjà introduits ; il faut les identifier.,Incorrect : Le second référent est pluriel et exige « ce sont ».,fr-FR,,2a99e2e2-7826-5d4e-9bee-83404d05fc36,f18ee925-9fd0-5dc5-96e4-11d60af329a9,0501d289-9ca7-5c64-a2f5-67fc12e4f511,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 9; printed pp. 42-43; PDF pp. 44-45; Stage1 L09-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
