lesson_id,lesson_no,lesson_title_fr,subtopic_id,subtopic_code,subtopic_title_fr,subtopic_title_fa,category_code,subcategory_code,domain_code,domain_label_fa,source_ref,source_basis,catalogue_version,status,empirical_commonness,misconception_id,misconception_family,name_fa,misconception_statement_fa,distractor_authoring_hint_fa,diagnostic_interpretation_fa,priority,notes_from_stage1
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,کاربرد être در جملهٔ پایه,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 8,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,3cd2b4ab-6fe3-575b-a59b-f326732af77f,OVERGENERALIZATION,تعمیم بیش‌ازحد قاعده,قاعدهٔ هدف «être برای معرفی وضعیت، هویت، ملیت و مکان به‌کار می‌رود.» را بدون توجه به شرط، نقش یا محدودیت بافتی زیرموضوع «کاربرد être در جملهٔ پایه» به همهٔ موارد مشابه تعمیم می‌دهد.,ساخت distractor با اجرای قاعدهٔ عمومی در جایی که شرط دقیق subtopic آن را مجاز نمی‌کند.,اگر کاربر این گزینه را انتخاب کند، احتمالاً قاعده را می‌داند اما دامنهٔ کاربرد آن را بیش از حد گسترده گرفته است.,CORE,de پیش از واکه به d’ کوتاه می‌شود.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,کاربرد être در جملهٔ پایه,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 8,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,ed1cb618-49c5-5e0e-b64e-53219e3404d0,NEAR_FORM_CONFUSION,اشتباه با فرم/قاعده نزدیک,صورت صرفی نزدیک همان فعل (شخص، ریشه یا پایانه دیگر) را به‌جای صورت هدف انتخاب می‌کند.,یک فرم واقعی و نزدیک از همان خانواده انتخاب شود؛ فرم باید در context دیگری معتبر باشد ولی اینجا به‌طور قطعی غلط باشد.,انتخاب آن نشان می‌دهد تمایز میان قاعده هدف و همسایهٔ نزدیک هنوز پایدار نشده است.,CORE,de پیش از واکه به d’ کوتاه می‌شود.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,کاربرد être در جملهٔ پایه,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 8,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,b6cc8989-a591-57a7-a9ee-2f086dc8723b,CONTEXT_ROLE_MISMATCH,انتقال قاعده درست به context نادرست,صورت صرفی‌ای را که برای فاعل/زمان دیگری درست است به context فعلی منتقل می‌کند.,distractor از قاعده‌ای ساخته شود که به‌خودی‌خود معتبر است، اما نقش/مرجع/زمان/register این context با آن سازگار نیست.,انتخاب آن نشانهٔ تحلیل ناکافی context یا نقش دستوری است، نه صرفاً ندانستن شکل ظاهری.,CORE,de پیش از واکه به d’ کوتاه می‌شود.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,Être au dialogue de base,کاربرد être در جملهٔ پایه,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 8,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,ed1e4e4b-62d2-5ed8-8af6-f95c44aacf4c,EXCEPTION_NEGLECT,نادیده‌گرفتن استثنا/محدودیت صریح,قاعدهٔ عمومی زیرموضوع «کاربرد être در جملهٔ پایه» را اعمال می‌کند اما نکته/استثنای صریح ثبت‌شده را نادیده می‌گیرد: de پیش از واکه به d’ کوتاه می‌شود.,گزینه از خروجی قاعدهٔ عمومی ساخته شود؛ تنها تفاوت باید همان استثنا/محدودیت ثبت‌شده باشد.,انتخاب آن به‌طور مستقیم نشان می‌دهد قاعده عمومی بازیابی شده ولی استثنای کتاب تثبیت نشده است.,HIGH_EXCEPTION,de پیش از واکه به d’ کوتاه می‌شود.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,صرف être,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,75aceb1d-0764-55ae-9eae-dd2b4c2377df,OVERGENERALIZATION,تعمیم بیش‌ازحد قاعده,"قاعدهٔ هدف «صرف حال être: suis, es, est, sommes, êtes, sont.» را بدون توجه به شرط، نقش یا محدودیت بافتی زیرموضوع «صرف être» به همهٔ موارد مشابه تعمیم می‌دهد.",ساخت distractor با اجرای قاعدهٔ عمومی در جایی که شرط دقیق subtopic آن را مجاز نمی‌کند.,اگر کاربر این گزینه را انتخاب کند، احتمالاً قاعده را می‌داند اما دامنهٔ کاربرد آن را بیش از حد گسترده گرفته است.,CORE,
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,صرف être,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,1bd50e07-bb56-599b-819d-25e515287709,NEAR_FORM_CONFUSION,اشتباه با فرم/قاعده نزدیک,صورت صرفی نزدیک همان فعل (شخص، ریشه یا پایانه دیگر) را به‌جای صورت هدف انتخاب می‌کند.,یک فرم واقعی و نزدیک از همان خانواده انتخاب شود؛ فرم باید در context دیگری معتبر باشد ولی اینجا به‌طور قطعی غلط باشد.,انتخاب آن نشان می‌دهد تمایز میان قاعده هدف و همسایهٔ نزدیک هنوز پایدار نشده است.,CORE,
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,Conjugaison de « être »,صرف être,CAT01,SUB01,CONJUGATION_FORM,صرف و صورت فعل,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,53b4a91c-e5a2-5ec0-b58f-6852e79c5d2e,CONTEXT_ROLE_MISMATCH,انتقال قاعده درست به context نادرست,صورت صرفی‌ای را که برای فاعل/زمان دیگری درست است به context فعلی منتقل می‌کند.,distractor از قاعده‌ای ساخته شود که به‌خودی‌خود معتبر است، اما نقش/مرجع/زمان/register این context با آن سازگار نیست.,انتخاب آن نشانهٔ تحلیل ناکافی context یا نقش دستوری است، نه صرفاً ندانستن شکل ظاهری.,CORE,
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,ضمیرهای فاعلی,CAT01,SUB01,PRONOUN_REFERENCE,ضمیر و ارجاع,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,821164ac-85c7-58f9-88fd-a4ac7300d3e9,OVERGENERALIZATION,تعمیم بیش‌ازحد قاعده,"قاعدهٔ هدف «je, tu, il/elle/on, nous, vous, ils/elles فاعل جمله‌اند.» را بدون توجه به شرط، نقش یا محدودیت بافتی زیرموضوع «ضمیرهای فاعلی» به همهٔ موارد مشابه تعمیم می‌دهد.",ساخت distractor با اجرای قاعدهٔ عمومی در جایی که شرط دقیق subtopic آن را مجاز نمی‌کند.,اگر کاربر این گزینه را انتخاب کند، احتمالاً قاعده را می‌داند اما دامنهٔ کاربرد آن را بیش از حد گسترده گرفته است.,CORE,il/elle برای شخص یا شیء؛ ils برای گروه مذکر یا مختلط.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,ضمیرهای فاعلی,CAT01,SUB01,PRONOUN_REFERENCE,ضمیر و ارجاع,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,cf4d4be1-15ee-54e2-a7fa-cdb2196a2709,NEAR_FORM_CONFUSION,اشتباه با فرم/قاعده نزدیک,نوع یا صورت ضمیر نزدیک (نقش، شخص، جنس/شمار یا نوع متمم متفاوت) را به‌جای ضمیر هدف انتخاب می‌کند.,یک فرم واقعی و نزدیک از همان خانواده انتخاب شود؛ فرم باید در context دیگری معتبر باشد ولی اینجا به‌طور قطعی غلط باشد.,انتخاب آن نشان می‌دهد تمایز میان قاعده هدف و همسایهٔ نزدیک هنوز پایدار نشده است.,CORE,il/elle برای شخص یا شیء؛ ils برای گروه مذکر یا مختلط.
eb643021-d5f2-4093-8fd2-835a2199ef3f,1,LE VERBE « ÊTRE »,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,Pronoms sujets avec « être »,ضمیرهای فاعلی,CAT01,SUB01,PRONOUN_REFERENCE,ضمیر و ارجاع,Lesson 1; printed p. 10,Stage1 rule text + Stage2 classification; error frequency not claimed by source,misconception-catalogue-recovered-v1.0.0,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,dacc499c-707a-5ea0-b3ee-3fae16ce4c08,CONTEXT_ROLE_MISMATCH,انتقال قاعده درست به context نادرست,ضمیر درست برای مرجع یا متمم دیگری را به این جمله منتقل می‌کند و antecedent/رکسیون فعلی را نادیده می‌گیرد.,distractor از قاعده‌ای ساخته شود که به‌خودی‌خود معتبر است، اما نقش/مرجع/زمان/register این context با آن سازگار نیست.,انتخاب آن نشانهٔ تحلیل ناکافی context یا نقش دستوری است، نه صرفاً ندانستن شکل ظاهری.,CORE,il/elle برای شخص یا شیء؛ ils برای گروه مذکر یا مختلط.
