schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B023-Q001,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"Pour indiquer seulement la profession de Camille, complétez : « Camille est ___ . »",fr-FR,médecin,une médecin,la médecin,un médecin,fr-FR,A,قاعده: حرفه/ملیت/دین پس از «être» در کاربرد وصفی معمولاً بدون article می‌آید؛ ارزیابی کیفیِ حرفه article می‌گیرد، ولی دستهٔ حرفه‌ای می‌تواند بدون article بماند. کاربرد در همین سؤال: در جمله «Camille est ___» فقط شغل Camille بیان می‌شود؛ بنابراین شکل سادهٔ «médecin» بدون article همان الگوی موردنظر است.,«médecin» درست است، چون در جمله «Camille est ___» فقط شغل Camille بیان می‌شود؛ بنابراین شکل سادهٔ «médecin» بدون article همان الگوی موردنظر است. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«une médecin» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin» است.,«la médecin» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin» است.,«un médecin» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin» است.,fr-FR,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q002,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"La précision « généraliste » indique une catégorie professionnelle, pas une appréciation. Complétez : « Marc est ___ généraliste. »",fr-FR,un médecin,médecin,le médecin,un bon médecin,fr-FR,B,قاعده: حرفه/ملیت/دین پس از «être» در کاربرد وصفی معمولاً بدون article می‌آید؛ ارزیابی کیفیِ حرفه article می‌گیرد، ولی دستهٔ حرفه‌ای می‌تواند بدون article بماند. کاربرد در همین سؤال: واژهٔ «généraliste» نوع و دستهٔ حرفه را مشخص می‌کند، نه کیفیت Marc را؛ پس «Marc est médecin généraliste» بدون article درست است. میان دسته/تخصص حرفه‌ای و ارزیابی کیفی تفاوت بگذار.,«un médecin» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin» است.,«médecin» درست است، چون واژهٔ «généraliste» نوع و دستهٔ حرفه را مشخص می‌کند، نه کیفیت Marc را؛ پس «Marc est médecin généraliste» بدون article درست است. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«le médecin» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin» است.,«un bon médecin» انتخاب درستی نیست. article با صفت کیفی می‌تواند در بافت ارزیابی توجیه شود، اما stem این سؤال دسته/حرفهٔ خنثی را می‌خواهد؛ این گزینه معنای مورد درخواست را تغییر می‌دهد. در این سؤال پاسخ سازگار «médecin» است.,fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q003,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,On veut porter une appréciation qualitative sur la qualité d’enseignant de M. Leroy. Complétez : « M. Leroy est ___ . »,fr-FR,professeur,excellent professeur,un excellent professeur,professeur d’anglais,fr-FR,C,قاعده: حرفه/ملیت/دین پس از «être» در کاربرد وصفی معمولاً بدون article می‌آید؛ ارزیابی کیفیِ حرفه article می‌گیرد، ولی دستهٔ حرفه‌ای می‌تواند بدون article بماند. کاربرد در همین سؤال: صورت «excellent» یک داوری کیفی دربارهٔ کیفیت تدریس است؛ بنابراین گروه اسمی «un excellent professeur» با article لازم می‌شود. میان دسته/تخصص حرفه‌ای و ارزیابی کیفی تفاوت بگذار.,«professeur» انتخاب درستی نیست. این گزینه یا فقط حرفه/تخصص را می‌گوید یا ارزیابیِ کیفیِ خواسته‌شده را حذف می‌کند؛ stem صریحاً کیفیت را هدف گرفته است. در این سؤال پاسخ سازگار «un excellent professeur» است.,«excellent professeur» انتخاب درستی نیست. صفتِ کیفی وجود دارد، اما article حذف شده است؛ در الگوی کتاب، ارزیابی حرفه‌ای یک گروه اسمی articleدار مانند «un excellent professeur» می‌سازد. در این سؤال پاسخ سازگار «un excellent professeur» است.,«un excellent professeur» درست است، چون صورت «excellent» یک داوری کیفی دربارهٔ کیفیت تدریس است؛ بنابراین گروه اسمی «un excellent professeur» با article لازم می‌شود. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«professeur d’anglais» انتخاب درستی نیست. این گزینه یا فقط حرفه/تخصص را می‌گوید یا ارزیابیِ کیفیِ خواسته‌شده را حذف می‌کند؛ stem صریحاً کیفیت را هدف گرفته است. در این سؤال پاسخ سازگار «un excellent professeur» است.,fr-FR,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q004,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,On précise la catégorie professionnelle de Sofia sans jugement de valeur : « Sofia est ___ . »,fr-FR,un médecin généraliste,un bon médecin,le médecin généraliste,médecin généraliste,fr-FR,D,قاعده: پس از «être»، وقتی حرفه، ملیت یا دین فقط به‌صورت ویژگیِ شخص بیان می‌شود، معمولاً article حذف می‌شود؛ مانند «Il est médecin». اگر حرفه با ارزیابی کیفی ساخته شود، article ظاهر می‌شود، در حالی که یک دسته یا تخصص حرفه‌ای مانند «médecin généraliste» می‌تواند بدون article بماند. کاربرد در همین سؤال: stem صریحاً می‌گوید «médecin généraliste» فقط دستهٔ حرفه‌ای Sofia است و داوری ارزشی نیست؛ در نتیجه article حذف می‌شود. دام مهم، تشخیص «دسته/تخصص» از «ارزیابی کیفی» است: «généraliste» نوع حرفه را مشخص می‌کند، اما صفت‌هایی مانند «excellent/bon/remarquable» دربارهٔ کیفیت داوری می‌کنند و ساخت articleدار می‌سازند.,«un médecin généraliste» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin généraliste» است.,«un bon médecin» انتخاب درستی نیست. article با صفت کیفی می‌تواند در بافت ارزیابی توجیه شود، اما stem این سؤال دسته/حرفهٔ خنثی را می‌خواهد؛ این گزینه معنای مورد درخواست را تغییر می‌دهد. در این سؤال پاسخ سازگار «médecin généraliste» است.,«le médecin généraliste» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin généraliste» است.,«médecin généraliste» درست است، چون stem صریحاً می‌گوید «médecin généraliste» فقط دستهٔ حرفه‌ای Sofia است و داوری ارزشی نیست؛ در نتیجه article حذف می‌شود. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ee55b8af-f3ef-525d-806b-a3b48b29d618,ecd77677-4c8b-59ba-b750-fa7c3886c036,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q005,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,On exprime la nationalité de Karim comme une caractéristique. Complétez : « Karim est ___ . »,fr-FR,marocain,un Marocain,le Marocain,du Maroc,fr-FR,A,قاعده: پس از «être»، وقتی حرفه، ملیت یا دین فقط به‌صورت ویژگیِ شخص بیان می‌شود، معمولاً article حذف می‌شود؛ مانند «Il est médecin». اگر حرفه با ارزیابی کیفی ساخته شود، article ظاهر می‌شود، در حالی که یک دسته یا تخصص حرفه‌ای مانند «médecin généraliste» می‌تواند بدون article بماند. کاربرد در همین سؤال: «marocain» در اینجا ملیت Karim را به‌صورت یک ویژگی بیان می‌کند، نه یک اسمِ شخص با article؛ بنابراین «Karim est marocain» درست است. دام مهم، تشخیص «دسته/تخصص» از «ارزیابی کیفی» است: «généraliste» نوع حرفه را مشخص می‌کند، اما صفت‌هایی مانند «excellent/bon/remarquable» دربارهٔ کیفیت داوری می‌کنند و ساخت articleدار می‌سازند.,«marocain» درست است، چون «marocain» در اینجا ملیت Karim را به‌صورت یک ویژگی بیان می‌کند، نه یک اسمِ شخص با article؛ بنابراین «Karim est marocain» درست است. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«un Marocain» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «marocain» است.,«le Marocain» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «marocain» است.,«du Maroc» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «marocain» است.,fr-FR,,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,ecd77677-4c8b-59ba-b750-fa7c3886c036,ee55b8af-f3ef-525d-806b-a3b48b29d618,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q006,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,,CLOZE_SINGLE,"Ici, « généraliste » classe Paul dans une spécialité et n’évalue pas sa compétence. Complétez : « Paul est ___ . »",fr-FR,un médecin généraliste,médecin généraliste,un excellent médecin,le bon médecin,fr-FR,B,قاعده: پس از «être»، وقتی حرفه، ملیت یا دین فقط به‌صورت ویژگیِ شخص بیان می‌شود، معمولاً article حذف می‌شود؛ مانند «Il est médecin». اگر حرفه با ارزیابی کیفی ساخته شود، article ظاهر می‌شود، در حالی که یک دسته یا تخصص حرفه‌ای مانند «médecin généraliste» می‌تواند بدون article بماند. کاربرد در همین سؤال: «généraliste» Paul را در یک تخصص/دسته طبقه‌بندی می‌کند و شایستگی او را ارزیابی نمی‌کند؛ پس «médecin généraliste» بدون article می‌آید. دام مهم، تشخیص «دسته/تخصص» از «ارزیابی کیفی» است: «généraliste» نوع حرفه را مشخص می‌کند، اما صفت‌هایی مانند «excellent/bon/remarquable» دربارهٔ کیفیت داوری می‌کنند و ساخت articleدار می‌سازند.,«un médecin généraliste» انتخاب درستی نیست. در این سؤال حرفه/ملیت/دسته فقط به‌صورت ویژگی بیان می‌شود؛ آوردن article آن را به گروه اسمیِ تعیین‌شده/نامعین تبدیل می‌کند و با الگوی هدف یکی نیست. در این سؤال پاسخ سازگار «médecin généraliste» است.,«médecin généraliste» درست است، چون «généraliste» Paul را در یک تخصص/دسته طبقه‌بندی می‌کند و شایستگی او را ارزیابی نمی‌کند؛ پس «médecin généraliste» بدون article می‌آید. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«un excellent médecin» انتخاب درستی نیست. article با صفت کیفی می‌تواند در بافت ارزیابی توجیه شود، اما stem این سؤال دسته/حرفهٔ خنثی را می‌خواهد؛ این گزینه معنای مورد درخواست را تغییر می‌دهد. در این سؤال پاسخ سازگار «médecin généraliste» است.,«le bon médecin» انتخاب درستی نیست. article با صفت کیفی می‌تواند در بافت ارزیابی توجیه شود، اما stem این سؤال دسته/حرفهٔ خنثی را می‌خواهد؛ این گزینه معنای مورد درخواست را تغییر می‌دهد. در این سؤال پاسخ سازگار «médecin généraliste» است.,fr-FR,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,,ee55b8af-f3ef-525d-806b-a3b48b29d618,ecd77677-4c8b-59ba-b750-fa7c3886c036,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S03,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q007,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,,CLOZE_CONTEXT,"À l’accueil, on montre une femme que l’interlocuteur ne connaît pas : « Qui est cette femme ? — ___ ma nouvelle collègue, Lina. »",fr-FR,Il est,Ce sont,C’est,Elle est,fr-FR,C,"قاعده: برای شناسایی/معرفی اسمی، «c’est» برای مفرد و «ce sont» برای جمع به‌کار می‌رود؛ با این حال کتاب در اعلام هویت، «C’est nous !» را نیز نشان می‌دهد. کاربرد در همین سؤال: پاسخ، یک زن را با گروه اسمی تعیین‌شدهٔ «ma nouvelle collègue, Lina» معرفی می‌کند؛ برای شناسایی مفرد باید «C’est» بیاید.",«Il est» انتخاب درستی نیست. «il/elle est» در این ساخت بیشتر برای توصیفِ مرجع مشخص با صفت به‌کار می‌رود؛ اینجا وظیفه شناسایی/معرفی اسمی است، پس این ساخت مناسب نیست. در این سؤال پاسخ سازگار «C’est» است.,«Ce sont» انتخاب درستی نیست. «Ce sont» برای شناسایی جمع است؛ در این گزینه، مرجع یا گروه اسمیِ مورد معرفی مفرد است و بنابراین شمار ساخت با مرجع هماهنگ نیست. در این سؤال پاسخ سازگار «C’est» است.,"«C’est» درست است، چون پاسخ، یک زن را با گروه اسمی تعیین‌شدهٔ «ma nouvelle collègue, Lina» معرفی می‌کند؛ برای شناسایی مفرد باید «C’est» بیاید. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.",«Elle est» انتخاب درستی نیست. «il/elle est» در این ساخت بیشتر برای توصیفِ مرجع مشخص با صفت به‌کار می‌رود؛ اینجا وظیفه شناسایی/معرفی اسمی است، پس این ساخت مناسب نیست. در این سؤال پاسخ سازگار «C’est» است.,fr-FR,caf583cb-6247-50c2-8d41-584f7f0cd095,8a9927de-290e-5db4-b8fb-326a0a39b231,,00242e04-0fa2-5d85-9006-c4f80ccab7e3,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q008,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,,CLOZE_CONTEXT,"Tu connais déjà ce café. Ton ami demande comment il est : « Oui, je le connais. ___ petit, mais très agréable. »",fr-FR,C’est,Elle est,Ce sont,Il est,fr-FR,D,قاعده: برای توصیف مستقیمِ مرجع مشخص از «il/elle est + adjectif» و برای داوری کلی از «c’est + adjectif» استفاده می‌شود. کاربرد در همین سؤال: «ce café» قبلاً مشخص شده و ضمیر باید مستقیماً همان اسم مذکر مفرد را توصیف کند؛ بنابراین «Il est petit» مناسب است. فرقِ «توصیفِ مرجع مشخص» و «نظر کلی» تعیین‌کننده است.,«C’est» انتخاب درستی نیست. این گزینه جمله را به یک داوری کلی تبدیل می‌کند؛ اما stem می‌خواهد مرجع مشخصِ از قبل شناسایی‌شده مستقیماً با ضمیر و صفت توصیف شود. در این سؤال پاسخ سازگار «Il est» است.,«Elle est» انتخاب درستی نیست. ضمیر مؤنث با مرجع این سؤال هماهنگ نیست؛ مرجع مشخص مذکر است یا سؤال اصلاً توصیف مستقیمِ مرجع مؤنث نمی‌خواهد. در این سؤال پاسخ سازگار «Il est» است.,«Ce sont» انتخاب درستی نیست. «ce sont» ساخت جمعِ شناسایی است و برای توصیف adjectival یا واکنش کلیِ مفرد/خنثیِ این سؤال مناسب نیست. در این سؤال پاسخ سازگار «Il est» است.,«Il est» درست است، چون «ce café» قبلاً مشخص شده و ضمیر باید مستقیماً همان اسم مذکر مفرد را توصیف کند؛ بنابراین «Il est petit» مناسب است. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,fr-FR,3b220364-8502-5bd1-8544-7931c9f03a08,2559aa11-55ba-50ae-beaf-1dbddb6cb52e,b38287d8-5699-5f7c-ab09-f5882d8f3c0a,,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S02,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q009,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,84f75c42-d9c4-458e-8f6c-0203d4e6f8e6,L05-S04,,CLOZE_CONTEXT,"On parle de M. Bernard, puis on précise son lien avec le locuteur : « Tu connais M. Bernard ? — Oui, ___ mon voisin. » Choisissez la structure devant le nom déterminé.",fr-FR,C’est,Il est,Ce sont,Elle est,fr-FR,A,قاعده: «c’est» پیش از گروه اسمی تعیین‌شده می‌آید؛ «il/elle est» پیش از صفت یا حرفهٔ بدون article به‌کار می‌رود. کاربرد در همین سؤال: «mon voisin» گروه اسمی تعیین‌شده با صفت ملکی است؛ در معرفی M. Bernard، ساخت درست پیش از آن «C’est» است. article و نوع مکملِ بعد از فعل تعیین می‌کند «c’est» یا «il est» لازم است.,«C’est» درست است، چون «mon voisin» گروه اسمی تعیین‌شده با صفت ملکی است؛ در معرفی M. Bernard، ساخت درست پیش از آن «C’est» است. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«Il est» انتخاب درستی نیست. این گزینه برای معرفی یک گروه اسمیِ تعیین‌شده از «il est» استفاده می‌کند؛ در این موقعیت ساخت موردنظر «c’est + nom déterminé» است. در این سؤال پاسخ سازگار «C’est» است.,«Ce sont» انتخاب درستی نیست. «ce sont» جمع است، در حالی که گروه اسمی هدف در این سؤال مفرد است؛ بنابراین شمارِ ساخت معرفی درست نیست. در این سؤال پاسخ سازگار «C’est» است.,«Elle est» انتخاب درستی نیست. این ساخت هم از نظر جنس/مرجع و هم از نظر نوع مکمل با معرفی اسمیِ هدف سازگار نیست؛ گروه تعیین‌شده باید با «c’est» معرفی شود. در این سؤال پاسخ سازگار «C’est» است.,fr-FR,,68a1fd0d-7915-5102-b28f-00a953ecf4f0,68585b71-2c2d-5040-af65-f2b04be67011,f1c90d6c-fbab-5fec-8725-506348092ee2,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 34; PDF p. 36; Stage1 L05-S04,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B023-Q010,1,99f46643-99ba-428d-bdaf-193d018572cc,L05,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,,CLOZE_CONTEXT,Deux personnes arrivent ensemble. On demande : « Qui sont ces personnes ? — ___ mes cousins de Montréal. »,fr-FR,C’est,Ce sont,Ils sont,Il est,fr-FR,B,قاعده: برای شناسایی/معرفی اسمی، «c’est» برای مفرد و «ce sont» برای جمع به‌کار می‌رود؛ با این حال کتاب در اعلام هویت، «C’est nous !» را نیز نشان می‌دهد. کاربرد در همین سؤال: گروه «mes cousins» جمع است و دو/چند نفر را معرفی می‌کند؛ بنابراین شناسایی جمع با «Ce sont» انجام می‌شود. شمارِ چیزی که معرفی می‌شود را با خودِ عبارت پرسشی اشتباه نکن.,«C’est» انتخاب درستی نیست. مرجع/گروه معرفی‌شده جمع است؛ «c’est» مفرد، شمارِ پاسخِ شناسایی را رعایت نمی‌کند و باید «ce sont» به‌کار رود. در این سؤال پاسخ سازگار «Ce sont» است.,«Ce sont» درست است، چون گروه «mes cousins» جمع است و دو/چند نفر را معرفی می‌کند؛ بنابراین شناسایی جمع با «Ce sont» انجام می‌شود. این انتخاب هم ساخت نحوی و هم معنای دستوریِ خواسته‌شده در stem را حفظ می‌کند.,«Ils sont» انتخاب درستی نیست. این صورت ممکن است در جمله‌ای دیگر دستوری باشد، اما ساخت هدف این قاعده برای «شناسایی/معرفی با اسم» را نمی‌سازد؛ stem صریحاً الگوی «c’est/ce sont» را می‌سنجد. در این سؤال پاسخ سازگار «Ce sont» است.,«Il est» انتخاب درستی نیست. «il/elle est» در این ساخت بیشتر برای توصیفِ مرجع مشخص با صفت به‌کار می‌رود؛ اینجا وظیفه شناسایی/معرفی اسمی است، پس این ساخت مناسب نیست. در این سؤال پاسخ سازگار «Ce sont» است.,fr-FR,00242e04-0fa2-5d85-9006-c4f80ccab7e3,,caf583cb-6247-50c2-8d41-584f7f0cd095,8a9927de-290e-5db4-b8fb-326a0a39b231,MEDIUM,2.1,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 5; printed p. 32; PDF p. 34; Stage1 L05-S01,chatgpt-qb-runner-v1.0,,TAG033,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
