schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B174-Q001,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,31193bae-229f-465e-a787-fb1b9a85f92e,L39-S02,,CLOZE_SINGLE,"Complétez : « Demain, nous ___ visiter la nouvelle médiathèque. »",fr-FR,allons,sommes,avons,venons,fr-FR,A,قاعدهٔ ساخت: futur proche از «aller» در زمان حال + مصدر ساخته می‌شود. فعل دوم صرف نمی‌شود و میان «aller» و مصدر حرف اضافه نمی‌آید. اگر خودِ فعل مقصد «aller» باشد، ساخت طبیعی «aller + aller» است، مثل «nous allons aller». در این سؤال پاسخ صحیح گزینهٔ A، یعنی «allons»، است. Le futur proche se forme avec « aller » au présent + infinitif : « nous allons visiter ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S02 «Formation « aller + infinitif » / aller + مصدر»، صفحهٔ چاپی 166 (PDF 168).,این گزینه درست است. Le futur proche se forme avec « aller » au présent + infinitif : « nous allons visiter ». در نتیجه، صورت «allons» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,«sommes» فعل کمکی/حرکتی دیگری است و الگوی futur proche را نمی‌سازد؛ این ساخت به صرفِ زمان حالِ «aller» نیاز دارد.,«avons» فعل کمکی/حرکتی دیگری است و الگوی futur proche را نمی‌سازد؛ این ساخت به صرفِ زمان حالِ «aller» نیاز دارد.,«venons» فعل کمکی/حرکتی دیگری است و الگوی futur proche را نمی‌سازد؛ این ساخت به صرفِ زمان حالِ «aller» نیاز دارد.,fr-FR,,41612fe2-bdb4-5bed-be32-dbcc59c0ed02,6fca23cc-223c-5eec-85f6-ea619224dc76,a4fb0a09-1a5c-5df9-8089-eeb9bfa97529,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 166; PDF p. 168,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q002,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,5329091c-b0ec-4138-a8a7-04f033a49fed,L39-S04,,CLOZE_SINGLE,"Complétez en plaçant correctement le pronom : « Ces dossiers, je vais ___ envoyer ce soir. »",fr-FR,vais les,les,envoyer les,leur,fr-FR,B,"قاعدهٔ ضمیر: در futur proche، ضمیر مفعولی متعلق به فعل مصدر پیش از همان مصدر قرار می‌گیرد، نه پیش از «aller» و نه پس از مصدر. انتخاب «le/la/les» یا «lui/leur» نیز به نقش COD یا COIِ فعل مصدر بستگی دارد. در این سؤال پاسخ صحیح گزینهٔ B، یعنی «les»، است. Dans le futur proche, le pronom complément se place devant l’infinitif : « je vais les envoyer ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S04 «Place du pronom complément / جای ضمیر در futur proche»، صفحهٔ چاپی 170 (PDF 172).",این قطعه یک «vais» اضافی ایجاد می‌کند و جمله را به «je vais vais les envoyer» تبدیل می‌کند؛ تنها «les» باید در جای خالی بیاید.,"این گزینه درست است. Dans le futur proche, le pronom complément se place devant l’infinitif : « je vais les envoyer ». در نتیجه، صورت «les» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.",در «envoyer les» ضمیر پس از مصدر قرار گرفته است؛ جای درست ضمیر مفعولی پیش از مصدر است.,«leur» ضمیر COI است، ولی «ces dossiers» در «envoyer ces dossiers» COD است؛ بنابراین ضمیر مناسب «les» است.,fr-FR,a5c25c26-d2ce-5e1e-8f67-b5302bf6fb76,,48c6a355-8940-5ec7-80d7-21e9c960b5cb,88921e0e-c952-527f-9ecd-1026c033d820,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 170; PDF p. 172,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q003,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,d61abe20-b274-47ef-aac3-c6ec824af1d6,L39-S05,,CLOZE_SINGLE,"Complétez : « D’après la météo, il ___ du brouillard demain matin. »",fr-FR,y va avoir,va avoir y,va y avoir,va y a,fr-FR,C,قاعدهٔ ساخت‌های غیرشخصی: «il y a» در futur proche به «il va y avoir» تبدیل می‌شود و «il faut» به «il va falloir». ترتیب «va + y + avoir» و باقی‌ماندن «falloir» به صورت مصدر برای این دو الگو ضروری است. در این سؤال پاسخ صحیح گزینهٔ C، یعنی «va y avoir»، است. Le futur proche de « il y a » est « il va y avoir ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S05 «« il va y avoir / il va falloir » / il va y avoir / il va falloir»، صفحهٔ چاپی 170 (PDF 172).,در «y va avoir» «y» پیش از «va» آمده است؛ ترتیب ثابتِ futur proche برای «il y a» برابر «il va y avoir» است.,در «va avoir y» «y» بعد از مصدر قرار گرفته است؛ باید میان «va» و «avoir» قرار بگیرد: «va y avoir».,این گزینه درست است. Le futur proche de « il y a » est « il va y avoir ». در نتیجه، صورت «va y avoir» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,در «va y a» فعل دوم هنوز به شکل صرف‌شدهٔ «a» مانده است؛ پس از «va» باید مصدر «avoir» بیاید.,fr-FR,f0df3358-dec8-598f-9f9a-b364b7238204,c1d3d4b9-a2dd-521d-ad72-ce38b3b1e53d,,18894a3e-b351-5539-b7fa-108bd49880a8,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 170; PDF p. 172,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q004,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,98950c22-d59e-4c70-bc68-472d50110fed,L39-S06,,CLOZE_SINGLE,"Complétez avec l’ordre attendu : « Pendant les examens, vous allez ___ travailler. »",fr-FR,travailler beaucoup avant,beaucoup de,très travailler,beaucoup,fr-FR,D,قاعدهٔ قید: در جدول درس، قیدهای مقدار/کیفیت مانند «beaucoup» و «bien» غالباً میان فعل صرف‌شده و مصدر می‌آیند؛ قیدهای زمان/مکان و بسیاری از قیدهای -ment معمولاً پس از مصدر قرار می‌گیرند. در این سؤال پاسخ صحیح گزینهٔ D، یعنی «beaucoup»، است. Un adverbe de quantité comme « beaucoup » se place entre « aller » conjugué et l’infinitif : « vous allez beaucoup travailler ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S06 «Place de l’adverbe avec infinitif / جای قید با مصدر»، صفحهٔ چاپی 170 (PDF 172).,در گفتار فرانسه این ترتیب می‌تواند شنیده شود، اما سؤال صریحاً «مدل آموزشی» جدول درس را می‌سنجد که برای قید مقدار «beaucoup» جایگاه میان «aller» و مصدر را ترجیح می‌دهد: «allons beaucoup travailler».,«beaucoup de» «beaucoup de» را جلوی یک مصدر به‌کار می‌برد؛ «de» در این ساخت لازم نیست و الگوی کتاب «va beaucoup travailler» است.,«très travailler» به‌جای قید مقدارِ هدف از «très» استفاده می‌کند؛ ضمن اینکه سؤال مشخصاً جای «beaucoup» را در الگوی درس می‌سنجد.,این گزینه درست است. Un adverbe de quantité comme « beaucoup » se place entre « aller » conjugué et l’infinitif : « vous allez beaucoup travailler ». در نتیجه، صورت «beaucoup» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,fr-FR,028ab82a-2316-5dfe-97ef-474bd7f2ece2,3c469383-84b2-54eb-9978-d0d754fb9f25,bea6fcca-b6ce-5937-936c-bc7836e97fe2,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 170; PDF p. 172,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q005,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,9a7b6702-0181-4636-a0ed-39584fc2782a,L39-S07,,CLOZE_SINGLE,"Complétez : « Ce soir, je ___ sortir ; je reste à la maison. »",fr-FR,ne vais pas,vais ne pas,ne pas vais,vais pas ne,fr-FR,A,"قاعدهٔ نفی: در futur proche، «ne…pas» و نفی‌های مشابه دورِ «aller» صرف‌شده قرار می‌گیرند. ضمیر مفعولی همچنان پیش از مصدر می‌ماند؛ «personne» و «aucun/aucune» در الگوهای کتاب پس از مصدر قرار می‌گیرند. در این سؤال پاسخ صحیح گزینهٔ A، یعنی «ne vais pas»، است. Dans le futur proche, « ne…pas » encadre le verbe conjugué « aller » : « je ne vais pas sortir ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S07 «Négation du futur proche / نفی futur proche»، صفحهٔ چاپی 172 (PDF 174).","این گزینه درست است. Dans le futur proche, « ne…pas » encadre le verbe conjugué « aller » : « je ne vais pas sortir ». در نتیجه، صورت «ne vais pas» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.",در «vais ne pas» نفی دورِ مصدر قرار گرفته است؛ در futur proche «ne…pas» باید دورِ «aller» صرف‌شده بیاید.,«ne pas vais» ترتیب «ne + aller + pas» را به‌هم زده است؛ جای درست «ne vais/vont/allons pas + infinitif» است.,«vais pas ne» «pas» را در جای نادرست می‌گذارد؛ «pas» باید بلافاصله بعد از «aller» صرف‌شده قرار گیرد.,fr-FR,,ed73d3fb-dd0c-5318-b7f0-b254682495aa,388c560c-8a40-557b-80b9-da74bd97baa3,2fea7153-c2ae-56cb-951d-7c4ebbc39167,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 172; PDF p. 174,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q006,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,4c4db189-2709-4704-b4a0-97879e77d2ca,L39-S08,,CLOZE_SINGLE,Complétez l’interrogation avec un sujet nominal : « Claire ___ nous accompagner demain ? »,fr-FR,elle va-t,va-t-elle,va elle,est-ce va elle,fr-FR,B,"قاعدهٔ پرسش: در futur proche، پرسش می‌تواند با لحن، «est-ce que» یا وارونگی ساخته شود. در وارونگی، جابه‌جایی روی «aller» صرف‌شده انجام می‌شود؛ با فاعل اسمی، ضمیر فاعلی دوباره می‌آید و در «va-t-il/elle» برای پیوند آوایی «-t-» افزوده می‌شود. در این سؤال پاسخ صحیح گزینهٔ B، یعنی «va-t-elle»، است. Avec un sujet nominal et l’inversion, on reprend le sujet par un pronom : « Claire va-t-elle… ? » ; « -t- » apparaît entre deux voyelles. بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S08 «Interrogation du futur proche / پرسش futur proche»، صفحهٔ چاپی 172 (PDF 174).",در «elle va-t» ترتیب ضمیر و فعل وارونه نشده و «-t-» نیز بی‌جایگاه مانده است؛ صورت هدف «va-t-elle» است.,"این گزینه درست است. Avec un sujet nominal et l’inversion, on reprend le sujet par un pronom : « Claire va-t-elle… ? » ; « -t- » apparaît entre deux voyelles. در نتیجه، صورت «va-t-elle» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.",«va elle» خط تیره و الگوی صحیح وارونگی را ندارد؛ با «va» و ضمیر سوم‌شخص باید «va-t-elle/il» ساخته شود.,«est-ce va elle» خط تیره و الگوی صحیح وارونگی را ندارد؛ با «va» و ضمیر سوم‌شخص باید «va-t-elle/il» ساخته شود.,fr-FR,130965a4-61ea-5269-b032-657fec52aa0b,,498fb899-6c1d-54a5-b7b7-62126aa57f75,bf97b062-5174-53e4-9869-350a7815bb25,VERY_HARD,3.55,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 172; PDF p. 174,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q007,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,9e5ff7cf-c8b4-41dd-8cd6-c8ac28a78108,L39-S01,,CLOZE_CONTEXT,"Le quai est bondé et le train ferme ses portes. Un agent crie : « Vite, le train ___ ! »",fr-FR,partait,part,va partir,est parti,fr-FR,C,"قاعدهٔ کاربرد: futur proche معمولاً رویدادی آینده را با احساس نزدیکی، فوریت یا پیوند مستقیم با وضعیت اکنون بیان می‌کند. کتاب نشان می‌دهد که بدون قید زمان، این ساخت غالباً برای رخداد فوری به‌کار می‌رود؛ با قید زمانیِ صریح، می‌تواند آینده‌ای دورتر را هم بیان کند. در این سؤال پاسخ صحیح گزینهٔ C، یعنی «va partir»، است. Sans précision de temps, le futur proche peut annoncer un événement imminent : « le train va partir ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S01 «Utilisation du futur proche / کاربرد futur proche»، صفحهٔ چاپی 166 (PDF 168).",«partait» ارزش زمانی/ساختی مورد نظر futur proche را نشان نمی‌دهد؛ نشانهٔ لازم «aller» در حال + مصدر است.,«part» présent simple است. هرچند حال می‌تواند گاهی ارزش آینده داشته باشد، سؤال صریحاً futur proche را هدف گرفته و باید ساخت «va + infinitif» دیده شود.,"این گزینه درست است. Sans précision de temps, le futur proche peut annoncer un événement imminent : « le train va partir ». در نتیجه، صورت «va partir» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.",«est parti» گذشتهٔ کامل‌شده را بیان می‌کند، نه رویدادی که در آینده قرار است رخ دهد؛ بنابراین futur proche نیست.,fr-FR,4611e416-d5bb-5017-a11d-00aea970a8bd,4be3fd59-3cef-5b02-818b-3653f3583a34,,069f3abd-67e7-597f-984a-12156c37fa52,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 166; PDF p. 168,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q008,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,846ed51a-9676-4ef4-b958-45d7d9b16bd1,L39-S03,,CLOZE_CONTEXT,Votre collègue a déjà réservé ses billets pour le mois prochain. Complétez : « Elle ___ à Montréal le mois prochain. »,fr-FR,partait,est partie,partir va,va partir,fr-FR,D,قاعدهٔ زمان: قیدها و عبارت‌هایی مانند «demain»، «ce soir»، «la semaine prochaine»، «en septembre» و مانند آن می‌توانند futur proche را در آینده مستقر کنند؛ وجود فاصلهٔ زمانی بیشتر، این ساخت را به‌خودیِ خود ناممکن نمی‌کند. در این سؤال پاسخ صحیح گزینهٔ D، یعنی «va partir»، است. Le repère « le mois prochain » situe l’événement dans l’avenir et la construction attendue est « va partir ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S03 «Repères temporels / نشانه‌های زمانی آیندهٔ نزدیک»، صفحهٔ چاپی 166 (PDF 168).,«partait» repère زمانی یا ساختمان futur proche مورد انتظار را درست حفظ نمی‌کند.,«est partie» passé composé است و رخداد انجام‌شده را بیان می‌کند؛ برای پروژهٔ آینده باید futur proche به‌کار رود.,در «partir va» ترتیب دو فعل برعکس شده است؛ futur proche با «va + partir» ساخته می‌شود.,این گزینه درست است. Le repère « le mois prochain » situe l’événement dans l’avenir et la construction attendue est « va partir ». در نتیجه، صورت «va partir» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,fr-FR,c48586da-bb46-5dd7-9ada-b358ee7b2067,004acb5c-92c0-5290-89e9-13a3ee570e4c,b1a19899-5933-5d52-a1b8-94533548369f,,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 166; PDF p. 168,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q009,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,d61abe20-b274-47ef-aac3-c6ec824af1d6,L39-S05,,CLOZE_CONTEXT,Le responsable annonce de nouvelles règles à partir de lundi : « Il ___ respecter une nouvelle procédure. »,fr-FR,va falloir,faut va,va faut,va y falloir,fr-FR,A,قاعدهٔ ساخت‌های غیرشخصی: «il y a» در futur proche به «il va y avoir» تبدیل می‌شود و «il faut» به «il va falloir». ترتیب «va + y + avoir» و باقی‌ماندن «falloir» به صورت مصدر برای این دو الگو ضروری است. در این سؤال پاسخ صحیح گزینهٔ A، یعنی «va falloir»، است. Le futur proche de « il faut » est « il va falloir ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S05 «« il va y avoir / il va falloir » / il va y avoir / il va falloir»، صفحهٔ چاپی 170 (PDF 172).,این گزینه درست است. Le futur proche de « il faut » est « il va falloir ». در نتیجه، صورت «va falloir» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,«faut va» ترتیب/شکل صرفی را غلط می‌کند؛ futur proche «il faut» با «il va falloir» ساخته می‌شود.,«va faut» ترتیب/شکل صرفی را غلط می‌کند؛ futur proche «il faut» با «il va falloir» ساخته می‌شود.,«falloir» در این ساخت «y» نمی‌گیرد؛ «il faut» مستقیماً به «il va falloir» تبدیل می‌شود.,fr-FR,,f0df3358-dec8-598f-9f9a-b364b7238204,c1d3d4b9-a2dd-521d-ad72-ce38b3b1e53d,18894a3e-b351-5539-b7fa-108bd49880a8,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 170; PDF p. 172,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B174-Q010,1,2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,L39,5329091c-b0ec-4138-a8a7-04f033a49fed,L39-S04,,CLOZE_CONTEXT,Vous parlez d’une invitation pour vos voisins : « Nous ___ inviter samedi soir. »,fr-FR,les allons,allons les,allons inviter les,leur allons,fr-FR,B,قاعدهٔ ضمیر: در futur proche، ضمیر مفعولی متعلق به فعل مصدر پیش از همان مصدر قرار می‌گیرد، نه پیش از «aller» و نه پس از مصدر. انتخاب «le/la/les» یا «lui/leur» نیز به نقش COD یا COIِ فعل مصدر بستگی دارد. در این سؤال پاسخ صحیح گزینهٔ B، یعنی «allons les»، است. Le pronom COD « les » se place devant l’infinitif : « nous allons les inviter ». بنابراین انتخاب پاسخ از روی یک نشانهٔ ساختی/معنایی مشخص انجام می‌شود، نه صرفاً شباهت ظاهری گزینه‌ها. منبع کتاب: درس 39 (L39) «LE FUTUR PROCHE»، زیرموضوع L39-S04 «Place du pronom complément / جای ضمیر در futur proche»، صفحهٔ چاپی 170 (PDF 172).,در «les allons» ضمیر پیش از «aller» قرار گرفته است. در futur proche، ضمیرِ مفعولِ فعل اصلی درست پیش از مصدر می‌آید: «vais/allons + pronom + infinitif».,این گزینه درست است. Le pronom COD « les » se place devant l’infinitif : « nous allons les inviter ». در نتیجه، صورت «allons les» هم از نظر ساخت و هم از نظر معنای هدفِ سؤال با الگوی درس سازگار است.,در «allons inviter les» ضمیر پس از مصدر قرار گرفته است؛ جای درست ضمیر مفعولی پیش از مصدر است.,در «leur allons» ضمیر پیش از «aller» قرار گرفته است. در futur proche، ضمیرِ مفعولِ فعل اصلی درست پیش از مصدر می‌آید: «vais/allons + pronom + infinitif».,fr-FR,a5c25c26-d2ce-5e1e-8f67-b5302bf6fb76,,48c6a355-8940-5ec7-80d7-21e9c960b5cb,88921e0e-c952-527f-9ecd-1026c033d820,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 39; printed p. 170; PDF p. 172,chatgpt-qb-runner-v1.0,,TAG003|TAG019|TAG006|TAG007|TAG017,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
