schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B137-Q001,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,0c56bd9f-a9f8-4e8b-9373-c7b8beba4aec,L31-S01,,CLOZE_SINGLE,"Pour demander poliment un renseignement, complétez : « Je ___ un renseignement, s’il vous plaît. » (Utilisez le conditionnel présent.)",fr-FR,voudrais,veux,voulais,voudrai,fr-FR,A,"قاعده: در این درس conditionnel présent برای نرم‌کردن درخواست به‌کار می‌رود. کتاب به‌طور مشخص «Je voudrais…» با vouloir و «Est-ce que je pourrais… ?» با pouvoir را در برابر بیان مستقیم‌ترِ présent نشان می‌دهد؛ پس نقش اصلی زمان در این زیرموضوع، ایجاد فاصلهٔ مؤدبانه است. کاربرد در همین سؤال: عبارت «Je ___ un renseignement, s’il vous plaît» یک درخواست است؛ «voudrais» همان فرم conditionnel است که کتاب برای مؤدبانه‌کردن «vouloir» می‌دهد. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S01 «Politesse / بیان درخواست مؤدبانه»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).","«voudrais» درست است. عبارت «Je ___ un renseignement, s’il vous plaît» یک درخواست است؛ «voudrais» همان فرم conditionnel است که کتاب برای مؤدبانه‌کردن «vouloir» می‌دهد.",«veux» présent از vouloir و در این بافت مستقیم‌تر از «voudrais» است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voulais» imparfait از vouloir، نه فرم مؤدبانهٔ هدف است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voudrai» futur simple از vouloir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,fr-FR,,67b8f597-c54e-583b-8434-1c5c3367916f,8daf4e8c-841c-5d44-97ad-fe3ed848d526,e76dbf48-9ec6-582b-9947-5c07b7ef571c,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q002,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,0c56bd9f-a9f8-4e8b-9373-c7b8beba4aec,L31-S01,,CLOZE_SINGLE,"Au téléphone, complétez la demande polie : « Est-ce que je ___ parler à madame Lenoir ? » (Utilisez le conditionnel présent.)",fr-FR,pouvais,pourrai,pourrais,peux,fr-FR,C,قاعده: در این درس conditionnel présent برای نرم‌کردن درخواست به‌کار می‌رود. کتاب به‌طور مشخص «Je voudrais…» با vouloir و «Est-ce que je pourrais… ?» با pouvoir را در برابر بیان مستقیم‌ترِ présent نشان می‌دهد؛ پس نقش اصلی زمان در این زیرموضوع، ایجاد فاصلهٔ مؤدبانه است. کاربرد در همین سؤال: در تماس تلفنی، هدف اجازه/امکان به‌صورت مؤدبانه است؛ «Est-ce que je pourrais parler… ?» دقیقاً نمونهٔ کتاب با pouvoir است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S01 «Politesse / بیان درخواست مؤدبانه»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«pouvais» imparfait از pouvoir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«pourrai» futur simpleِ je از pouvoir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«pourrais» درست است. در تماس تلفنی، هدف اجازه/امکان به‌صورت مؤدبانه است؛ «Est-ce que je pourrais parler… ?» دقیقاً نمونهٔ کتاب با pouvoir است.,«peux» présentِ je از pouvoir و نسبت به «pourrais» مستقیم‌تر است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,fr-FR,67b8f597-c54e-583b-8434-1c5c3367916f,8daf4e8c-841c-5d44-97ad-fe3ed848d526,,e76dbf48-9ec6-582b-9947-5c07b7ef571c,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q003,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,77d5210c-1826-45a9-af8b-88b9ea8aa508,L31-S02,,CLOZE_SINGLE,Pour donner un conseil à un ami fatigué : « Tu ___ te reposer. » (Formulez le conseil au conditionnel présent.),fr-FR,devras,devrais,dois,devais,fr-FR,B,قاعده: برای توصیه یا پیشنهاد، کتاب از conditionnel فعل devoir استفاده می‌کند: «tu devrais» و «vous devriez». این ساخت از «tu dois / vous devez» نرم‌تر است، چون الزام مستقیم نمی‌سازد و توصیه را به‌صورت پیشنهاد مطرح می‌کند. کاربرد در همین سؤال: جمله دربارهٔ دوست خسته است و هدف «توصیه» است نه اجبار؛ بنابراین «Tu devrais te reposer» مناسب است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S02 «Conseils / توصیه و پیشنهاد»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«devras» futur simpleِ tu از devoir است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,«devrais» درست است. جمله دربارهٔ دوست خسته است و هدف «توصیه» است نه اجبار؛ بنابراین «Tu devrais te reposer» مناسب است.,«dois» présent از devoir و معمولاً الزام مستقیم‌تر است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,«devais» imparfait از devoir است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,fr-FR,48a18c37-8489-5015-94c1-802de91f3757,,8cf7f07d-c438-506f-9308-21ddb0eddf2c,94814047-4dae-57c1-b71e-b4432082029c,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q004,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,d7f3b22f-34fa-4794-8a7c-57b7d1b1cf27,L31-S03,,CLOZE_SINGLE,Pour exprimer un désir : « J’___ apprendre à peindre. »,fr-FR,aime,aimais,aimerai,aimerais,fr-FR,D,"قاعده: برای بیان میل و خواسته، کتاب از «j’aimerais…» و «je voudrais…» استفاده می‌کند و همچنین «bien» را با معنای تقریبی «volontiers» می‌آورد: «Je boirais bien…», «J’irais bien…». بنابراین conditionnel در اینجا خواسته را غیرقطعی و نرم بیان می‌کند. کاربرد در همین سؤال: فعل aimer همراه مصدر برای بیان آرزو آمده است؛ «J’aimerais apprendre…» همان الگوی خواستهٔ نرم است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S03 «Désir / بیان خواسته و میل»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).",«aime» présent از aimer است؛ این سؤال بیان désir با conditionnel را هدف می‌گیرد، بنابراین این form نقش خواسته‌شده را نمی‌سازد.,«aimais» imparfait از aimer است؛ این سؤال بیان désir با conditionnel را هدف می‌گیرد، بنابراین این form نقش خواسته‌شده را نمی‌سازد.,«aimerai» futur simple از aimer است؛ این سؤال بیان désir با conditionnel را هدف می‌گیرد، بنابراین این form نقش خواسته‌شده را نمی‌سازد.,«aimerais» درست است. فعل aimer همراه مصدر برای بیان آرزو آمده است؛ «J’aimerais apprendre…» همان الگوی خواستهٔ نرم است.,fr-FR,3d9ac0d4-9cab-573a-827c-5f74c6fb727c,e900b624-f846-5825-8f73-31a9d17e4a95,e2eb0010-1f17-5a88-9567-88bb12c6d844,,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q005,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,8e06f31b-c4a1-43dc-880d-10ff106fcf1a,L31-S04,,CLOZE_SINGLE,"Pour formuler un conseil avec « faire », complétez : « À votre place, je ___ autrement. »",fr-FR,ferais,fais,faisais,ferai,fr-FR,A,"قاعده: این درس چند صورت پرکاربرد conditionnel présent را به‌عنوان الگو معرفی می‌کند: voudrais/voudriez، aimerais/aimeriez، devrais/devriez، pourrais/pourriez، ferais/feriez و irais/iriez. پایان‌ها با الگوی -rais, -rais, -rait, -rions, -riez, -raient دیده می‌شوند؛ آموزش کامل ساخت به درس بعدی ارجاع شده است. کاربرد در همین سؤال: عبارت «À votre place» زمینهٔ توصیه می‌سازد و «je ferais» صورت پرکاربرد conditionnel از faire است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S04 «Formes courantes / صورت‌های پرکاربرد»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).",«ferais» درست است. عبارت «À votre place» زمینهٔ توصیه می‌سازد و «je ferais» صورت پرکاربرد conditionnel از faire است.,«fais» présent از faire است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,«faisais» imparfait از faire است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,«ferai» futur simple از faire است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,fr-FR,,2b065d5a-05ab-56fc-8cb4-6044ca0ff7ed,ff8e6dc2-4798-5d96-8431-2725f4671ec2,e61fca11-97e5-5995-9470-4eb48ed6836b,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q006,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,8e06f31b-c4a1-43dc-880d-10ff106fcf1a,L31-S04,,CLOZE_SINGLE,"Pour un souhait de sortie, complétez : « J’___ bien au cinéma ce soir. »",fr-FR,allais,irai,irais,vais,fr-FR,C,"قاعده: این درس چند صورت پرکاربرد conditionnel présent را به‌عنوان الگو معرفی می‌کند: voudrais/voudriez، aimerais/aimeriez، devrais/devriez، pourrais/pourriez، ferais/feriez و irais/iriez. پایان‌ها با الگوی -rais, -rais, -rait, -rions, -riez, -raient دیده می‌شوند؛ آموزش کامل ساخت به درس بعدی ارجاع شده است. کاربرد در همین سؤال: وجود «bien» در «J’irais bien…» معنای «با میل/volontiers» می‌دهد؛ «irais» صورت conditionnel از aller است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S04 «Formes courantes / صورت‌های پرکاربرد»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).",«allais» imparfait از aller است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,«irai» futur simple از aller است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,«irais» درست است. وجود «bien» در «J’irais bien…» معنای «با میل/volontiers» می‌دهد؛ «irais» صورت conditionnel از aller است.,«vais» présent از aller است؛ با شخص یا form پرکاربرد conditionnel که در stem خواسته شده تطابق ندارد.,fr-FR,2b065d5a-05ab-56fc-8cb4-6044ca0ff7ed,ff8e6dc2-4798-5d96-8431-2725f4671ec2,,e61fca11-97e5-5995-9470-4eb48ed6836b,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q007,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,0c56bd9f-a9f8-4e8b-9373-c7b8beba4aec,L31-S01,,CLOZE_CONTEXT,"Contexte : Au restaurant, vous souhaitez une carafe d’eau sans donner un ordre direct. « Je ___ une carafe d’eau, s’il vous plaît. » (Utilisez le conditionnel présent.)",fr-FR,voudrai,voudrais,veux,voulais,fr-FR,B,قاعده: در این درس conditionnel présent برای نرم‌کردن درخواست به‌کار می‌رود. کتاب به‌طور مشخص «Je voudrais…» با vouloir و «Est-ce que je pourrais… ?» با pouvoir را در برابر بیان مستقیم‌ترِ présent نشان می‌دهد؛ پس نقش اصلی زمان در این زیرموضوع، ایجاد فاصلهٔ مؤدبانه است. کاربرد در همین سؤال: در رستوران، گوینده نمی‌خواهد دستور بدهد؛ «Je voudrais une carafe d’eau» درخواست را مؤدبانه می‌کند. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S01 «Politesse / بیان درخواست مؤدبانه»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«voudrai» futur simple از vouloir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voudrais» درست است. در رستوران، گوینده نمی‌خواهد دستور بدهد؛ «Je voudrais une carafe d’eau» درخواست را مؤدبانه می‌کند.,«veux» présent از vouloir و در این بافت مستقیم‌تر از «voudrais» است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voulais» imparfait از vouloir، نه فرم مؤدبانهٔ هدف است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,fr-FR,67b8f597-c54e-583b-8434-1c5c3367916f,,8daf4e8c-841c-5d44-97ad-fe3ed848d526,e76dbf48-9ec6-582b-9947-5c07b7ef571c,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q008,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,0c56bd9f-a9f8-4e8b-9373-c7b8beba4aec,L31-S01,,CLOZE_CONTEXT,Contexte : Vous demandez avec tact à un employé s’il est possible de parler au responsable. « Est-ce que je ___ parler au responsable ? » (Utilisez le conditionnel présent.),fr-FR,peux,pouvais,pourrai,pourrais,fr-FR,D,قاعده: در این درس conditionnel présent برای نرم‌کردن درخواست به‌کار می‌رود. کتاب به‌طور مشخص «Je voudrais…» با vouloir و «Est-ce que je pourrais… ?» با pouvoir را در برابر بیان مستقیم‌ترِ présent نشان می‌دهد؛ پس نقش اصلی زمان در این زیرموضوع، ایجاد فاصلهٔ مؤدبانه است. کاربرد در همین سؤال: سؤال امکان صحبت با مسئول را با tact می‌پرسد؛ «pourrais» به‌جای «peux» شدت درخواست را کم می‌کند. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S01 «Politesse / بیان درخواست مؤدبانه»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«peux» présentِ je از pouvoir و نسبت به «pourrais» مستقیم‌تر است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«pouvais» imparfait از pouvoir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«pourrai» futur simpleِ je از pouvoir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«pourrais» درست است. سؤال امکان صحبت با مسئول را با tact می‌پرسد؛ «pourrais» به‌جای «peux» شدت درخواست را کم می‌کند.,fr-FR,67b8f597-c54e-583b-8434-1c5c3367916f,8daf4e8c-841c-5d44-97ad-fe3ed848d526,e76dbf48-9ec6-582b-9947-5c07b7ef571c,,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q009,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,0c56bd9f-a9f8-4e8b-9373-c7b8beba4aec,L31-S01,,CLOZE_CONTEXT,Contexte : Un client veut le café avec le dessert et formule sa préférence poliment. « Je ___ le café avec le dessert. » (Utilisez le conditionnel présent.),fr-FR,voudrais,veux,voulais,voudrai,fr-FR,A,قاعده: در این درس conditionnel présent برای نرم‌کردن درخواست به‌کار می‌رود. کتاب به‌طور مشخص «Je voudrais…» با vouloir و «Est-ce que je pourrais… ?» با pouvoir را در برابر بیان مستقیم‌ترِ présent نشان می‌دهد؛ پس نقش اصلی زمان در این زیرموضوع، ایجاد فاصلهٔ مؤدبانه است. کاربرد در همین سؤال: ترجیح مشتری برای قهوه با دسر در قالب درخواست بیان می‌شود؛ «Je voudrais…» مناسب‌ترین فرم مؤدبانه است. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S01 «Politesse / بیان درخواست مؤدبانه»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«voudrais» درست است. ترجیح مشتری برای قهوه با دسر در قالب درخواست بیان می‌شود؛ «Je voudrais…» مناسب‌ترین فرم مؤدبانه است.,«veux» présent از vouloir و در این بافت مستقیم‌تر از «voudrais» است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voulais» imparfait از vouloir، نه فرم مؤدبانهٔ هدف است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,«voudrai» futur simple از vouloir است؛ در این بافت، سؤال فاصلهٔ مؤدبانهٔ conditionnel را می‌خواهد، بنابراین این form نقش/زمان هدف را ندارد.,fr-FR,,67b8f597-c54e-583b-8434-1c5c3367916f,8daf4e8c-841c-5d44-97ad-fe3ed848d526,e76dbf48-9ec6-582b-9947-5c07b7ef571c,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B137-Q010,1,83d883bf-5242-4dc2-bed6-dad1585746db,L31,77d5210c-1826-45a9-af8b-88b9ea8aa508,L31-S02,,CLOZE_CONTEXT,"Contexte : Votre collègue est épuisé. Vous lui donnez un conseil, pas un ordre. « Tu ___ prendre quelques jours de congé. »",fr-FR,devais,devras,devrais,dois,fr-FR,C,قاعده: برای توصیه یا پیشنهاد، کتاب از conditionnel فعل devoir استفاده می‌کند: «tu devrais» و «vous devriez». این ساخت از «tu dois / vous devez» نرم‌تر است، چون الزام مستقیم نمی‌سازد و توصیه را به‌صورت پیشنهاد مطرح می‌کند. کاربرد در همین سؤال: خستگی همکار فقط زمینهٔ توصیه است؛ «Tu devrais prendre…» از «tu dois» الزام کمتری دارد. برای انتخاب پاسخ، فقط شباهت ظاهری پایان فعل کافی نیست؛ باید زمان/وجه، شخص و نقش ارتباطی جمله را هم‌زمان دید. مثلاً présent یا futur simple ممکن است جمله‌ای دستوریِ درست بسازد، اما اگر سؤال ادب، توصیه یا میل را هدف گرفته باشد، ارزش conditionnel را منتقل نمی‌کند. منبع کتاب: درس 31 (L31) «LE CONDITIONNEL (1)»، زیرموضوع L31-S02 «Conseils / توصیه و پیشنهاد»، صفحه چاپی 136؛ تمرین‌های همان کاربرد در صفحه 137 (PDF 138–139).,«devais» imparfait از devoir است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,«devras» futur simpleِ tu از devoir است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,«devrais» درست است. خستگی همکار فقط زمینهٔ توصیه است؛ «Tu devrais prendre…» از «tu dois» الزام کمتری دارد.,«dois» présent از devoir و معمولاً الزام مستقیم‌تر است؛ سؤال conseil با devoir در conditionnel را می‌خواهد، نه زمان دیگری یا obligation مستقیم.,fr-FR,48a18c37-8489-5015-94c1-802de91f3757,8cf7f07d-c438-506f-9308-21ddb0eddf2c,,94814047-4dae-57c1-b71e-b4432082029c,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 31; printed pp. 136-137,chatgpt-qb-runner-v1.0,,TAG031,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
