schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B147-Q001,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,aee0a450-b0b0-4ced-8544-f51a21cb8258,L33-S01,,CLOZE_SINGLE,Complétez : « ___ partez-vous en train plutôt qu’en avion ? — Parce que j’ai peur de l’avion. »,fr-FR,Pourquoi,Où,Quand,Comment,fr-FR,A,در این بخش باید اول نوع اطلاعاتِ خواسته‌شده را تشخیص دهید: «où» مکان، «quand» زمان، «comment» شیوه/وسیله، «combien» مقدار و «pourquoi» علت یا هدف را می‌پرسد. در ساخت با «est-ce que» ترتیب عادی sujet + verbe حفظ می‌شود و در زبان familier واژهٔ پرسشی می‌تواند در پایان بیاید. در این سؤال، گزینهٔ A با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه درست است. در این بخش باید اول نوع اطلاعاتِ خواسته‌شده را تشخیص دهید: «où» مکان، «quand» زمان، «comment» شیوه/وسیله، «combien» مقدار و «pourquoi» علت یا هدف را می‌پرسد. در ساخت با «est-ce que» ترتیب عادی sujet + verbe حفظ می‌شود و در زبان familier واژهٔ پرسشی می‌تواند در پایان بیاید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «mots interrogatifs et registres» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,fr-FR,,e94506c4-6982-59d4-8106-5a707f2e3aa4,219ece52-58c9-5468-bd17-484db6331efe,1e617942-416c-58a0-b398-351413338963,EASY,0.20,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q002,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,ae3ce10c-25f8-49f9-8bf8-8be3b5a5b14c,L33-S02,,CLOZE_SINGLE,Complétez la question formelle avec un nom sujet : « Quand Paul ___ ? »,fr-FR,arrive-il,arrive-t-il,arrive Paul,est-ce qu’arrive,fr-FR,B,"در interrogation formelle با sujet nominal، خود اسم حفظ می‌شود و بعد از فعل یک pronom de rappel متناسب با آن می‌آید: «Paul va-t-il ?», «Marie arrive-t-elle ?». وقتی فعل به واکه ختم شود و ضمیر «il/elle» با واکه آغاز شود، «-t-» euphonique میان آن‌ها قرار می‌گیرد. در این سؤال، گزینهٔ B با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.",این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «inversion avec un nom sujet» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,"این گزینه درست است. در interrogation formelle با sujet nominal، خود اسم حفظ می‌شود و بعد از فعل یک pronom de rappel متناسب با آن می‌آید: «Paul va-t-il ?», «Marie arrive-t-elle ?». وقتی فعل به واکه ختم شود و ضمیر «il/elle» با واکه آغاز شود، «-t-» euphonique میان آن‌ها قرار می‌گیرد. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.",این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «inversion avec un nom sujet» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,fr-FR,34228a48-7079-52e7-bb85-7521d75cd489,,424d9037-2b41-5b02-81ff-e783916225a6,4e0dcbca-f340-5a28-81fe-5b4503f6a183,EASY,0.20,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q003,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,9cb33c27-8605-4ba1-b836-69f02ac59ec9,L33-S03,,CLOZE_SINGLE,Complétez : « Vous cherchez ___ ? — Mes clés. »,fr-FR,qui,que,quoi,qu’est-ce qui,fr-FR,C,برای انتخاب فرم درست، دو چیز را مشخص کنید: سؤال دربارهٔ personne است یا chose، و عنصر پرسیده‌شده sujet است یا complément/COD. برای شخص می‌توان «qui» و برای چیز «que/quoi» به‌کار برد؛ در position sujet تمایز مهم «qui est-ce qui» برای شخص و «qu’est-ce qui» برای چیز است. در این سؤال، گزینهٔ C با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «« qui / que / quoi » interrogatifs» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه درست است. برای انتخاب فرم درست، دو چیز را مشخص کنید: سؤال دربارهٔ personne است یا chose، و عنصر پرسیده‌شده sujet است یا complément/COD. برای شخص می‌توان «qui» و برای چیز «que/quoi» به‌کار برد؛ در position sujet تمایز مهم «qui est-ce qui» برای شخص و «qu’est-ce qui» برای چیز است. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,fr-FR,2eec02b9-fe5f-5c6e-aaf1-1517dc1daad3,9b5645ec-6a6a-5df6-a20e-49025bb28fcc,,046d49ad-08ca-55ca-9c37-3696fc0a58bf,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q004,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,29335651-9c2f-4f09-921f-b0f99d6ca577,L33-S04,,CLOZE_SINGLE,Complétez : « ___ langues parlez-vous au travail ? »,fr-FR,Quel,Quelle,Quels,Quelles,fr-FR,D,"«quel» یک déterminant/adjectif interrogatif است و با اسمی که همراه آن می‌آید از نظر genre و nombre هماهنگ می‌شود: quel (m.sg.), quelle (f.sg.), quels (m.pl.), quelles (f.pl.). بنابراین قبل از انتخاب گزینه، جنس و شمار اسم را تعیین کنید. در این سؤال، گزینهٔ D با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 150 / صفحهٔ PDF 152.",این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «« quel / quelle / quels / quelles »» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «« quel / quelle / quels / quelles »» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,"این گزینه درست است. «quel» یک déterminant/adjectif interrogatif است و با اسمی که همراه آن می‌آید از نظر genre و nombre هماهنگ می‌شود: quel (m.sg.), quelle (f.sg.), quels (m.pl.), quelles (f.pl.). بنابراین قبل از انتخاب گزینه، جنس و شمار اسم را تعیین کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.",fr-FR,002b1e7a-4f3d-5a37-9081-9e71caf5419f,fa5288a6-3c43-585f-bfd8-4cbf468b3fc2,5d8a218f-0bc6-5110-8c42-65be87734840,,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 150,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q005,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,19a04e08-c4b3-43a6-9660-9e72e1235ae8,L33-S05,,CLOZE_SINGLE,"Deux vestes sont devant vous, une noire et une grise. Complétez : « ___ préférez-vous ? »",fr-FR,Laquelle,Lequel,Lesquels,Lesquelles,fr-FR,A,وقتی میان چند امکانِ از قبل مشخص انتخاب می‌کنیم و اسم تکرار نمی‌شود، pronom interrogatif «lequel» و شکل‌های صرف‌شدهٔ آن به‌کار می‌رود. این ضمیر با اسمِ ضمنی از نظر جنس و شمار هماهنگ می‌شود. در این سؤال، گزینهٔ A با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه درست است. وقتی میان چند امکانِ از قبل مشخص انتخاب می‌کنیم و اسم تکرار نمی‌شود، pronom interrogatif «lequel» و شکل‌های صرف‌شدهٔ آن به‌کار می‌رود. این ضمیر با اسمِ ضمنی از نظر جنس و شمار هماهنگ می‌شود. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «« lequel / laquelle / lesquels / lesquelles »» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,fr-FR,,68d9fda7-4722-50c1-a904-282e26db7812,5ce7077f-a71b-5911-957e-47f89f3ca65e,4a5a10d2-bb24-5766-8ba6-95d53ce9a25f,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 150,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q006,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,78f65276-a784-4af3-9b3d-18e522c01690,L33-S06,,CLOZE_SINGLE,Complétez l’exclamation : « ___ beau spectacle ! »,fr-FR,Quelle,Quel,Quels,Lequel,fr-FR,B,برای بیان احساس شدید، درس ساخت‌های exclamatives مانند «quel/quelle… !»، «comme… !»، «que… !» و در زبان گفتاری «qu’est-ce que… !» را معرفی می‌کند. «quel» در exclamation نیز با اسم از نظر جنس و شمار هماهنگ می‌شود و نباید ساخت پرسشی را با تعجب اشتباه گرفت. در این سؤال، گزینهٔ B با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «l’exclamation» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه درست است. برای بیان احساس شدید، درس ساخت‌های exclamatives مانند «quel/quelle… !»، «comme… !»، «que… !» و در زبان گفتاری «qu’est-ce que… !» را معرفی می‌کند. «quel» در exclamation نیز با اسم از نظر جنس و شمار هماهنگ می‌شود و نباید ساخت پرسشی را با تعجب اشتباه گرفت. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «l’exclamation» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,fr-FR,e3152c95-50d9-559d-8613-94b6c006f450,,24b60c2b-b7f2-5390-b1bf-a57ec18f2e32,89918b79-18ae-5f55-a22e-fe0dea28c3a8,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 150,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q007,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,aee0a450-b0b0-4ced-8544-f51a21cb8258,L33-S01,,CLOZE_CONTEXT,Contexte : la réponse attendue est « En métro ». Complétez : « ___ est-ce que vous allez au bureau ? »,fr-FR,Où,Quand,Comment,Pourquoi,fr-FR,C,در این بخش باید اول نوع اطلاعاتِ خواسته‌شده را تشخیص دهید: «où» مکان، «quand» زمان، «comment» شیوه/وسیله، «combien» مقدار و «pourquoi» علت یا هدف را می‌پرسد. در ساخت با «est-ce que» ترتیب عادی sujet + verbe حفظ می‌شود و در زبان familier واژهٔ پرسشی می‌تواند در پایان بیاید. در این سؤال، گزینهٔ C با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «mots interrogatifs et registres» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه درست است. در این بخش باید اول نوع اطلاعاتِ خواسته‌شده را تشخیص دهید: «où» مکان، «quand» زمان، «comment» شیوه/وسیله، «combien» مقدار و «pourquoi» علت یا هدف را می‌پرسد. در ساخت با «est-ce que» ترتیب عادی sujet + verbe حفظ می‌شود و در زبان familier واژهٔ پرسشی می‌تواند در پایان بیاید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,fr-FR,e94506c4-6982-59d4-8106-5a707f2e3aa4,219ece52-58c9-5468-bd17-484db6331efe,,1e617942-416c-58a0-b398-351413338963,EASY,0.20,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q008,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,ae3ce10c-25f8-49f9-8bf8-8be3b5a5b14c,L33-S02,,CLOZE_CONTEXT,Contexte : sujet nominal pluriel « vos collègues » et style formel. Complétez : « Où vos collègues ___ demain ? »,fr-FR,vont-elles,ils vont,est-ce qu’ils vont,vont-ils,fr-FR,D,"در interrogation formelle با sujet nominal، خود اسم حفظ می‌شود و بعد از فعل یک pronom de rappel متناسب با آن می‌آید: «Paul va-t-il ?», «Marie arrive-t-elle ?». وقتی فعل به واکه ختم شود و ضمیر «il/elle» با واکه آغاز شود، «-t-» euphonique میان آن‌ها قرار می‌گیرد. در این سؤال، گزینهٔ D با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.",این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «inversion avec un nom sujet» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «inversion avec un nom sujet» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,"این گزینه درست است. در interrogation formelle با sujet nominal، خود اسم حفظ می‌شود و بعد از فعل یک pronom de rappel متناسب با آن می‌آید: «Paul va-t-il ?», «Marie arrive-t-elle ?». وقتی فعل به واکه ختم شود و ضمیر «il/elle» با واکه آغاز شود، «-t-» euphonique میان آن‌ها قرار می‌گیرد. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.",fr-FR,34228a48-7079-52e7-bb85-7521d75cd489,424d9037-2b41-5b02-81ff-e783916225a6,4e0dcbca-f340-5a28-81fe-5b4503f6a183,,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q009,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,9cb33c27-8605-4ba1-b836-69f02ac59ec9,L33-S03,,CLOZE_CONTEXT,Contexte : quelque chose sonne et l’on veut identifier la chose qui est sujet de « sonne ». Complétez : « ___ sonne ? »,fr-FR,Qu’est-ce qui,Qui est-ce qui,Qu’est-ce que,Quoi est-ce qui,fr-FR,A,برای انتخاب فرم درست، دو چیز را مشخص کنید: سؤال دربارهٔ personne است یا chose، و عنصر پرسیده‌شده sujet است یا complément/COD. برای شخص می‌توان «qui» و برای چیز «que/quoi» به‌کار برد؛ در position sujet تمایز مهم «qui est-ce qui» برای شخص و «qu’est-ce qui» برای چیز است. در این سؤال، گزینهٔ A با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه درست است. برای انتخاب فرم درست، دو چیز را مشخص کنید: سؤال دربارهٔ personne است یا chose، و عنصر پرسیده‌شده sujet است یا complément/COD. برای شخص می‌توان «qui» و برای چیز «que/quoi» به‌کار برد؛ در position sujet تمایز مهم «qui est-ce qui» برای شخص و «qu’est-ce qui» برای چیز است. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه یک فرم نزدیک را به‌کار می‌برد، اما با نقش نحوی/توافق یا ساخت interrogative موردنیاز این سؤال منطبق نیست. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «« qui / que / quoi » interrogatifs» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 148 / صفحهٔ PDF 150.,fr-FR,,2eec02b9-fe5f-5c6e-aaf1-1517dc1daad3,9b5645ec-6a6a-5df6-a20e-49025bb28fcc,046d49ad-08ca-55ca-9c37-3696fc0a58bf,MEDIUM,0.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 148,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B147-Q010,1,1854197b-634e-4db7-893c-7e9b6bcbf004,L33,29335651-9c2f-4f09-921f-b0f99d6ca577,L33-S04,,CLOZE_CONTEXT,Contexte : plusieurs entreprises sont possibles. Complétez avec l’adjectif interrogatif accordé : « Pour ___ entreprise travaillez-vous ? »,fr-FR,quel,quelle,quelles,lequel,fr-FR,B,"«quel» یک déterminant/adjectif interrogatif است و با اسمی که همراه آن می‌آید از نظر genre و nombre هماهنگ می‌شود: quel (m.sg.), quelle (f.sg.), quels (m.pl.), quelles (f.pl.). بنابراین قبل از انتخاب گزینه، جنس و شمار اسم را تعیین کنید. در این سؤال، گزینهٔ B با همین قاعده و بافت سؤال سازگار است. برای حل مطمئن، ابتدا نقش یا نوع اطلاعات مورد پرسش را تعیین کنید و سپس فرم دستوری را انتخاب کنید. منبع: درس 33 «L’INTERROGATION (2)»، صفحهٔ چاپی 150 / صفحهٔ PDF 152.",این گزینه در این بافت پاسخ درست نیست؛ قاعدهٔ «« quel / quelle / quels / quelles »» را با نقش دقیق عنصر پرسشی و ساخت جمله تطبیق دهید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,"این گزینه درست است. «quel» یک déterminant/adjectif interrogatif است و با اسمی که همراه آن می‌آید از نظر genre و nombre هماهنگ می‌شود: quel (m.sg.), quelle (f.sg.), quels (m.pl.), quelles (f.pl.). بنابراین قبل از انتخاب گزینه، جنس و شمار اسم را تعیین کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.",این گزینه از نظر فرم ممکن است آشنا باشد، اما در این جمله کارکرد موردنیاز را ندارد؛ به «« quel / quelle / quels / quelles »» و نشانه‌های بافت توجه کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,این گزینه قاعده را در جای نامناسب اعمال می‌کند؛ نوع سؤال، registre و در صورت لزوم genre/nombre را دوباره بررسی کنید. منبع: درس 33، صفحهٔ چاپی 150 / صفحهٔ PDF 152.,fr-FR,002b1e7a-4f3d-5a37-9081-9e71caf5419f,,fa5288a6-3c43-585f-bfd8-4cbf468b3fc2,5d8a218f-0bc6-5110-8c42-65be87734840,HARD,0.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 33; printed p. 150,chatgpt-qb-runner-v1.0,,TAG007|TAG010|TAG020,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
