schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B178-Q001,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,dd52d599-b881-4901-ac1e-ecca2245788c,L40-S02,,CLOZE_SINGLE,"Complétez au passé composé : « Hier, nous ___ un film français. »",fr,avons regardé,sommes regardés,avons regarder,regardons,fr,A,"Avec « regarder », le passé composé se construit avec « avoir » + participe passé : « nous avons regardé ».","Réponse correcte. Avec « regarder », le passé composé se construit avec « avoir » + participe passé : « nous avons regardé ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « regarder », le passé composé se construit avec « avoir » + participe passé : « nous avons regardé ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « regarder », le passé composé se construit avec « avoir » + participe passé : « nous avons regardé ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « regarder », le passé composé se construit avec « avoir » + participe passé : « nous avons regardé ».",fr,,41b05b70-a724-5fc4-a2ed-b6ab21ec34f3,304d410f-7312-5323-8c62-a89e0221ddf1,0e3cb93c-0ec3-5023-b1ca-44db2047ca8a,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 174; PDF p. 176,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q002,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,382c52bd-76b6-45e0-b356-5bfadf68c279,L40-S03,,CLOZE_SINGLE,Complétez avec le participe passé correct de « prendre » : « Elle a ___ le métro à huit heures. »,fr,prendu,pris,prendé,prendre,fr,B,Le participe passé de « prendre » est irrégulier : « pris ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le participe passé de « prendre » est irrégulier : « pris ».,Réponse correcte. Le participe passé de « prendre » est irrégulier : « pris ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le participe passé de « prendre » est irrégulier : « pris ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le participe passé de « prendre » est irrégulier : « pris ».,fr,567e8a9a-525a-5d3e-bca8-3baf21c69945,,73e6673e-92d9-5ab0-99db-4fb8d7fc88bc,34473fa9-69d4-53bf-98c6-405e09b56253,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 178; PDF p. 180,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q003,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,a3946c49-8b20-47dc-8ee1-592a07aca91e,L40-S04,,CLOZE_SINGLE,Complétez : « Marie ___ à la maison très tard hier soir. »,fr,a rentrée,est rentré,est rentrée,a rentré,fr,C,"Dans cet emploi intransitif de déplacement, « rentrer » se construit avec « être » et le participe s’accorde avec « Marie » : « est rentrée ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Dans cet emploi intransitif de déplacement, « rentrer » se construit avec « être » et le participe s’accorde avec « Marie » : « est rentrée ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Dans cet emploi intransitif de déplacement, « rentrer » se construit avec « être » et le participe s’accorde avec « Marie » : « est rentrée ».","Réponse correcte. Dans cet emploi intransitif de déplacement, « rentrer » se construit avec « être » et le participe s’accorde avec « Marie » : « est rentrée ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Dans cet emploi intransitif de déplacement, « rentrer » se construit avec « être » et le participe s’accorde avec « Marie » : « est rentrée ».",fr,4f6765a4-cba7-588a-9367-d4f2af9a76b1,69177b63-1c29-557b-8119-2e34beaf7c6f,,ba85eb96-9e5b-52ef-b09f-9772d4091f76,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 182; PDF p. 184,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q004,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,2e14fedc-db60-4f8c-9896-8f76a4bed6d9,L40-S07,,CLOZE_SINGLE,Complétez selon la règle d’accord : « Paul et Lucie ___ au bureau à neuf heures. »,fr,sont arrivé,ont arrivés,ont arrivé,sont arrivés,fr,D,"Avec « arriver », l’auxiliaire est « être » et le participe s’accorde avec le sujet pluriel mixte : « arrivés ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « arriver », l’auxiliaire est « être » et le participe s’accorde avec le sujet pluriel mixte : « arrivés ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « arriver », l’auxiliaire est « être » et le participe s’accorde avec le sujet pluriel mixte : « arrivés ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « arriver », l’auxiliaire est « être » et le participe s’accorde avec le sujet pluriel mixte : « arrivés ».","Réponse correcte. Avec « arriver », l’auxiliaire est « être » et le participe s’accorde avec le sujet pluriel mixte : « arrivés ».",fr,5d7546f3-42e5-5870-a860-e172f6b9ecb8,20bc377a-980c-526c-95e9-237007312257,4dde3037-2713-5421-b229-6cf38d008526,,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 190; PDF p. 192,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q005,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,1965248a-5e07-475b-9eaf-a88d5542ddf4,L40-S09,,CLOZE_SINGLE,"Complétez : « Cette lettre, je ___ hier matin. »",fr,l’ai reçue,ai la reçue,l’ai reçu,la suis reçue,fr,A,"Le pronom COD se place avant l’auxiliaire ; comme « l’ » reprend « cette lettre » et précède le participe, on écrit « l’ai reçue ».","Réponse correcte. Le pronom COD se place avant l’auxiliaire ; comme « l’ » reprend « cette lettre » et précède le participe, on écrit « l’ai reçue ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Le pronom COD se place avant l’auxiliaire ; comme « l’ » reprend « cette lettre » et précède le participe, on écrit « l’ai reçue ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Le pronom COD se place avant l’auxiliaire ; comme « l’ » reprend « cette lettre » et précède le participe, on écrit « l’ai reçue ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Le pronom COD se place avant l’auxiliaire ; comme « l’ » reprend « cette lettre » et précède le participe, on écrit « l’ai reçue ».",fr,,87a5755e-60a4-521a-a2a6-fc8bd0239dba,53c8dda1-4e2a-5988-bb15-2858f02f8cd3,ba2c3e31-2186-5271-985d-b89bb5635ede,HARD,2.85,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 192; PDF p. 194,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q006,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,b8eccc93-ce9d-4f45-9896-f688a36306a3,L40-S08,,CLOZE_SINGLE,Complétez : « Les décisions que le comité a ___ hier sont définitives. »,fr,pris,prises,prise,prisés,fr,B,"Avec « avoir », le participe s’accorde avec le COD antéposé « les décisions » : féminin pluriel, donc « prises ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « avoir », le participe s’accorde avec le COD antéposé « les décisions » : féminin pluriel, donc « prises ».","Réponse correcte. Avec « avoir », le participe s’accorde avec le COD antéposé « les décisions » : féminin pluriel, donc « prises ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « avoir », le participe s’accorde avec le COD antéposé « les décisions » : féminin pluriel, donc « prises ».","Cette option ne respecte pas la règle ciblée dans ce contexte. Avec « avoir », le participe s’accorde avec le COD antéposé « les décisions » : féminin pluriel, donc « prises ».",fr,3515b6f7-b3bd-577e-b72d-76f7d6791a1c,,3a89e45a-7616-583f-a9d8-31ab22d49ed4,11973c94-9693-58c6-b571-76caccf0f0f3,VERY_HARD,3.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 190; PDF p. 192,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q007,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,3ff16d83-a406-43ef-b509-b1d4db28cdba,L40-S01,,CLOZE_CONTEXT,"Le récit porte sur une action terminée hier. Complétez : « Hier soir, Sophie ___ ses devoirs avant le dîner. »",fr,termine,va terminer,a terminé,terminait toujours,fr,C,Le passé composé convient à une action passée achevée : « Sophie a terminé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le passé composé convient à une action passée achevée : « Sophie a terminé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le passé composé convient à une action passée achevée : « Sophie a terminé ».,Réponse correcte. Le passé composé convient à une action passée achevée : « Sophie a terminé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le passé composé convient à une action passée achevée : « Sophie a terminé ».,fr,7904d4be-c467-5ae3-9c3c-6d3ff67d93ea,8439da5c-df4d-5d47-8273-853e84158040,,f3b125bc-37d4-5f90-b3ba-e856503fc63d,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 174; PDF p. 176,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q008,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,131ed222-abe9-4e01-ae61-1a8cad859dbf,L40-S10,,CLOZE_CONTEXT,"Après un trajet de nuit, Claire décrit son sommeil : « J’___ dans le train. »",fr,ai dormi bien avant,bien ai dormi,suis bien dormi,ai bien dormi,fr,D,L’adverbe court « bien » se place normalement entre l’auxiliaire et le participe : « j’ai bien dormi ».,Cette option ne respecte pas la règle ciblée dans ce contexte. L’adverbe court « bien » se place normalement entre l’auxiliaire et le participe : « j’ai bien dormi ».,Cette option ne respecte pas la règle ciblée dans ce contexte. L’adverbe court « bien » se place normalement entre l’auxiliaire et le participe : « j’ai bien dormi ».,Cette option ne respecte pas la règle ciblée dans ce contexte. L’adverbe court « bien » se place normalement entre l’auxiliaire et le participe : « j’ai bien dormi ».,Réponse correcte. L’adverbe court « bien » se place normalement entre l’auxiliaire et le participe : « j’ai bien dormi ».,fr,2f4fe090-507e-55f8-9dbf-c818effbda61,e0c10f13-74ae-538a-a67d-287cc3d17427,ff8f98ae-7f54-555d-a1c2-28c20a536819,,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 192; PDF p. 194,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q009,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,20bcf520-f77b-4041-8fa5-defb547b30eb,L40-S05,,CLOZE_CONTEXT,Deux amies racontent leur matinée : « Nous ___ très tôt pour prendre le train. »,fr,nous sommes levées,avons levé,nous avons levées,sommes levé,fr,A,Le verbe pronominal « se lever » forme le passé composé avec « être » ; ici le sujet féminin pluriel donne « levées ».,Réponse correcte. Le verbe pronominal « se lever » forme le passé composé avec « être » ; ici le sujet féminin pluriel donne « levées ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le verbe pronominal « se lever » forme le passé composé avec « être » ; ici le sujet féminin pluriel donne « levées ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le verbe pronominal « se lever » forme le passé composé avec « être » ; ici le sujet féminin pluriel donne « levées ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Le verbe pronominal « se lever » forme le passé composé avec « être » ; ici le sujet féminin pluriel donne « levées ».,fr,,292fce33-92ea-5482-a464-5956404b461d,429565f1-5685-582e-83ba-f1c4b6cdcfbb,19c03444-276a-51ee-836f-8851ead65cc7,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 186; PDF p. 188,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B178-Q010,1,a2303764-b3c6-4a78-a5eb-287adffcd970,L40,131ed222-abe9-4e01-ae61-1a8cad859dbf,L40-S10,,CLOZE_CONTEXT,"Vous insistez sur la quantité de travail accomplie : « Cette semaine, j’___ beaucoup travaillé. »",fr,ai travaillé beaucoup hier,ai beaucoup travaillé,beaucoup ai travaillé,ai travaillé beaucoup de,fr,B,Un adverbe de quantité comme « beaucoup » se place normalement entre l’auxiliaire et le participe : « ai beaucoup travaillé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Un adverbe de quantité comme « beaucoup » se place normalement entre l’auxiliaire et le participe : « ai beaucoup travaillé ».,Réponse correcte. Un adverbe de quantité comme « beaucoup » se place normalement entre l’auxiliaire et le participe : « ai beaucoup travaillé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Un adverbe de quantité comme « beaucoup » se place normalement entre l’auxiliaire et le participe : « ai beaucoup travaillé ».,Cette option ne respecte pas la règle ciblée dans ce contexte. Un adverbe de quantité comme « beaucoup » se place normalement entre l’auxiliaire et le participe : « ai beaucoup travaillé ».,fr,2f4fe090-507e-55f8-9dbf-c818effbda61,,e0c10f13-74ae-538a-a67d-287cc3d17427,ff8f98ae-7f54-555d-a1c2-28c20a536819,MEDIUM,2.10,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 40; printed p. 192; PDF p. 194,chatgpt-qb-runner-v1.0,,TAG002|TAG004|TAG019|TAG006|TAG007,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
