schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
question-import-schema-v0.9.0,GMP-FULL-B100-Q001,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,50607a6d-4c46-43eb-9631-704ca3f1a8a4,L23-S01,,CLOZE_SINGLE,Nous ___ à Lyon cet après-midi.,fr-FR,allez,allons,vont,va,fr-FR,B,"Avec « nous », le présent de « aller » est « nous allons ».",Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,"Correct : Avec « nous », le présent de « aller » est « nous allons ».",Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,fr-FR,1fff3adc-c15a-54f6-b9fe-103459bbef13,,da40702d-039f-58cd-a390-b28eb4b07b71,24c3de78-3246-5e13-b69d-63c07c38955e,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q002,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_SINGLE,"Après le travail, je vais ___ des amis.",fr-FR,à,en,chez,au,fr-FR,C,"Devant des personnes, « aller » se construit avec « chez » : « aller chez des amis ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,"Correct : Devant des personnes, « aller » se construit avec « chez » : « aller chez des amis ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,5112274f-96f3-5d58-9b80-65aa8c7f75be,,faee2ff0-e605-5681-8142-adac8964db76,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q003,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,c0070cde-3262-46b8-a554-d9ed856927d0,L23-S03,,CLOZE_SINGLE,"Pour ce trajet, ils vont à Marseille ___ train.",fr-FR,à,au,par,en,fr-FR,D,"Pour la plupart des moyens de transport, le livre emploie « en » : « en train ».","Incorrect : cette option ne respecte pas la construction du moyen de transport (« en » dans la plupart des cas, avec les exceptions en « à » données par le livre).","Incorrect : cette option ne respecte pas la construction du moyen de transport (« en » dans la plupart des cas, avec les exceptions en « à » données par le livre).","Incorrect : cette option ne respecte pas la construction du moyen de transport (« en » dans la plupart des cas, avec les exceptions en « à » données par le livre).","Correct : Pour la plupart des moyens de transport, le livre emploie « en » : « en train ».",fr-FR,c9457829-3ab4-5198-a6ed-f42dd4cab211,92e703d4-16a7-5958-af32-1d3ff82396fc,4b4987ec-41c2-5d4f-ba9a-d5cc08278686,,MEDIUM,2.05,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q004,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,50607a6d-4c46-43eb-9631-704ca3f1a8a4,L23-S01,,CLOZE_SINGLE,Tu ___ à Rome demain matin.,fr-FR,vas,vais,va,allez,fr-FR,A,"Avec « tu », le présent irrégulier de « aller » est « tu vas ».","Correct : Avec « tu », le présent irrégulier de « aller » est « tu vas ».",Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,Incorrect : cette option emploie une forme de « aller » qui ne correspond pas au sujet imposé.,fr-FR,,1fff3adc-c15a-54f6-b9fe-103459bbef13,da40702d-039f-58cd-a390-b28eb4b07b71,24c3de78-3246-5e13-b69d-63c07c38955e,MEDIUM,2.05,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q005,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_SINGLE,"Pour la réunion, elle va ___ hôtel près de la gare.",fr-FR,au,à l’,chez l’,en,fr-FR,B,"Devant « hôtel », qui commence par une voyelle, la destination se construit avec « à l’ ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,"Correct : Devant « hôtel », qui commence par une voyelle, la destination se construit avec « à l’ ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,,5112274f-96f3-5d58-9b80-65aa8c7f75be,faee2ff0-e605-5681-8142-adac8964db76,HARD,2.70,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q006,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_CONTEXT,"Paul veut consulter le médecin. À dix heures, il va ___ médecin.",fr-FR,au,à le,chez le,en,fr-FR,C,"Avec une personne ou une profession, on emploie « chez » : « chez le médecin ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,"Correct : Avec une personne ou une profession, on emploie « chez » : « chez le médecin ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,5112274f-96f3-5d58-9b80-65aa8c7f75be,,faee2ff0-e605-5681-8142-adac8964db76,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q007,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_CONTEXT,Nina passe la soirée avec ses voisins. Elle va ___ voisins après le dîner.,fr-FR,aux,à ses,en ses,chez ses,fr-FR,D,"Quand la destination est constituée par des personnes, on emploie « chez » : « chez ses voisins ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,"Correct : Quand la destination est constituée par des personnes, on emploie « chez » : « chez ses voisins ».",fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,5112274f-96f3-5d58-9b80-65aa8c7f75be,faee2ff0-e605-5681-8142-adac8964db76,,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q008,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_CONTEXT,Le film commence à vingt heures. Nous allons ___ cinéma à dix-neuf heures trente.,fr-FR,au,à la,chez le,en,fr-FR,A,« cinéma » est un lieu masculin singulier : « à + le » devient « au cinéma ».,Correct : « cinéma » est un lieu masculin singulier : « à + le » devient « au cinéma ».,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,,d6140c5c-8990-5d4f-b69d-77f76fd1676b,5112274f-96f3-5d58-9b80-65aa8c7f75be,faee2ff0-e605-5681-8142-adac8964db76,EASY,1.45,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q009,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_CONTEXT,Élodie rend visite à son amie Clara. Elle va ___ Clara après le cours.,fr-FR,à,chez,au,en,fr-FR,B,"Avec le nom d’une personne, la destination se construit avec « chez » : « chez Clara ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,"Correct : Avec le nom d’une personne, la destination se construit avec « chez » : « chez Clara ».",Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,,5112274f-96f3-5d58-9b80-65aa8c7f75be,faee2ff0-e605-5681-8142-adac8964db76,MEDIUM,2.05,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
question-import-schema-v0.9.0,GMP-FULL-B100-Q010,1,327c43bc-8757-4e51-aff0-9c04775c57cf,L23,15620efc-5c97-48a8-a7d4-6437cbb2ada7,L23-S02,,CLOZE_CONTEXT,Les enfants ont leur cours de natation. Ils vont ___ piscine à seize heures.,fr-FR,au,chez la,à la,en,fr-FR,C,« piscine » est un lieu féminin : on dit « aller à la piscine ».,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,Correct : « piscine » est un lieu féminin : on dit « aller à la piscine ».,Incorrect : cette option ne respecte pas la construction de destination avec « à/au/à la/à l’ » ou « chez » selon le référent.,fr-FR,d6140c5c-8990-5d4f-b69d-77f76fd1676b,5112274f-96f3-5d58-9b80-65aa8c7f75be,,faee2ff0-e605-5681-8142-adac8964db76,MEDIUM,2.05,initial-difficulty-model-v0.9.0,DRAFT,PROJECT_SYNTHETIC_FROM_RULE,Lesson 23; printed p. 102,chatgpt-qb-runner-v1.0,,TAG001|TAG016|TAG024,NONE,,,,,taxonomy-v0.9.0,question-type-catalogue-v0.9.0,question-type-compatibility-v0.9.0,distractor-rule-set-v0.9.0,stage1-v1.0
