catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,9b484e05-7b4b-5f01-b45f-1cb2e2c72ec3,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,B023-B027,GMP-FULL-B023-Q001,85,L05-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : l’article indéfini n’est pas attendu dans la simple indication neutre de profession visée ici. || Incorrect : « un médecin généraliste » est un groupe nominal déterminé ; le modèle demandé après « est » est ici la catégorie professionnelle sans article. || Incorrect : cette précision indique une catégorie/spécialité, pas la qualité professionnelle demandée.",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ecd77677-4c8b-59ba-b750-fa7c3886c036,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,B023-B027,GMP-FULL-B023-Q001,85,L05-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : l’article défini transforme le groupe en nom déterminé et ne correspond pas à la simple profession demandée. || Incorrect : l’article défini ferait de « médecin généraliste » un groupe identifié, ce que le contexte ne demande pas. || Incorrect : cette forme indique seulement la profession et supprime l’appréciation qualitative demandée.",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ee55b8af-f3ef-525d-806b-a3b48b29d618,f02aa4a8-5693-4cc2-bf13-49d11a8dfe21,L05-S03,B023-B027,GMP-FULL-B023-Q001,85,L05-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : l’article indéfini nominalise la profession alors que le stem demande le modèle attributif sans article. || Incorrect : « bon » introduit une appréciation qualitative différente de la simple catégorie « généraliste ». || Incorrect : avec cette qualification qualitative, l’absence d’article ne suit pas le modèle présenté dans la leçon.",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,00242e04-0fa2-5d85-9006-c4f80ccab7e3,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,B023-B027,GMP-FULL-B023-Q007,44,L05-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : « elle est » convient pour une description adjectivale d’un référent déjà identifié, pas pour cette présentation nominale. || Incorrect : « c’est » est le modèle d’identification singulier ; ici le groupe « mes cousins » est pluriel. || Incorrect : on pourrait attendre le pluriel par surgénéralisation, mais l’annonce de soi est explicitement donnée avec « c’est ».",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,8a9927de-290e-5db4-b8fb-326a0a39b231,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,B023-B027,GMP-FULL-B023-Q007,44,L05-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : « ce sont » est pluriel, alors que la personne présentée est singulière. || Incorrect : la forme est singulière et ne peut pas présenter le groupe pluriel. || Incorrect : cette forme est grammaticale ailleurs, mais elle ne reprend pas la formule d’annonce de soi ciblée.",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,caf583cb-6247-50c2-8d41-584f7f0cd095,48fc3ef7-585c-4558-8eb3-198bc875b4e6,L05-S01,B023-B027,GMP-FULL-B023-Q007,44,L05-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : « il est » ne sert pas ici à introduire le nom déterminé « ma nouvelle collègue ». || Incorrect : la construction de présentation avec un nom déterminé attend « ce sont » dans le cadre de la leçon. || Incorrect : le pronom change le point de vue et ne correspond pas aux locuteurs qui se présentent.,Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,2559aa11-55ba-50ae-beaf-1dbddb6cb52e,4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,B023-B027,GMP-FULL-B023-Q008,44,L05-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : le pronom ne correspond pas au genre du référent « café ». || Incorrect : cette forme décrirait directement un référent masculin déjà identifié plutôt que de commenter globalement la situation. || Incorrect : le pronom masculin ne reprend pas « robe ».,Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,3b220364-8502-5bd1-8544-7931c9f03a08,4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,B023-B027,GMP-FULL-B023-Q008,43,L05-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : « c’est + adjectif » sert ici au commentaire global, tandis que le contexte demande la description du café précis. || Incorrect : la forme plurielle ne convient pas avec le commentaire adjectival neutre demandé. || Incorrect : « c’est + adjectif » donnerait plutôt un commentaire global neutre et ne reprendrait pas explicitement la robe comme sujet féminin.",Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,b38287d8-5699-5f7c-ab09-f5882d8f3c0a,4019d2c2-969c-49a2-8aa3-291a74baf594,L05-S02,B023-B027,GMP-FULL-B023-Q008,45,L05-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : la forme plurielle ne peut pas reprendre ce référent singulier. || Incorrect : aucun référent féminin précis n’est repris dans le commentaire. || Incorrect : la forme plurielle est incompatible avec le référent singulier.,Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,68585b71-2c2d-5040-af65-f2b04be67011,84f75c42-d9c4-458e-8f6c-0203d4e6f8e6,L05-S04,B023-B027,GMP-FULL-B023-Q009,45,L05-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L05-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B023–B027 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,Incorrect : la forme est plurielle et ne correspond pas à M. Bernard. || Incorrect : le référent et le groupe nominal sont singuliers. || Incorrect : la personne présentée est singulière.,Question Bank B023-B027 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
