catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,3cd2b4ab-6fe3-575b-a59b-f326732af77f,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,B001-B006,GMP-FULL-B001-Q001,54,L01-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«sommes» با nous می‌آید. || «chez» با شخص/اشخاص به‌کار می‌رود. || Madrid با همخوان آغاز می‌شود و باید «de Madrid» باشد.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,b6cc8989-a591-57a7-a9ee-2f086dc8723b,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,B001-B006,GMP-FULL-B001-Q001,67,L01-S01;L01-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«est» با il/elle/on می‌آید. || «à» محل حضور را می‌رساند، نه مبدأ. || برای حضور در Berlin باید «à Berlin» گفت.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ed1cb618-49c5-5e0e-b64e-53219e3404d0,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,B001-B006,GMP-FULL-B001-Q001,36,L01-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«es» با tu می‌آید. || «chez des amis» با اشخاص درست است. || «chez Pierre» حضور نزد شخص را بیان می‌کند.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,1bd50e07-bb56-599b-819d-25e515287709,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,B001-B006,GMP-FULL-B001-Q002,72,L01-S01;L01-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«suis» با je می‌آید. || «est» برای il/elle/on مفرد است. || با tu باید «es» باشد.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,53b4a91c-e5a2-5ec0-b58f-6852e79c5d2e,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,B001-B006,GMP-FULL-B001-Q002,64,L01-S01;L01-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«êtes» با vous می‌آید. || «sommes» برای nous است. || با nous باید «sommes» باشد.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,75aceb1d-0764-55ae-9eae-dd2b4c2377df,1237cb2a-77f1-42e5-8f99-aa79ac2d41db,L01-S02,B001-B006,GMP-FULL-B001-Q002,46,L01-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«sont» با ils/elles می‌آید. || «êtes» برای vous است. || با ils باید «sont» باشد.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,821164ac-85c7-58f9-88fd-a4ac7300d3e9,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,B001-B006,GMP-FULL-B001-Q003,98,L01-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«vous» با «êtes» می‌آید. || «on» با «est» می‌آید. || «nous» با «sommes» می‌آید.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,cf4d4be1-15ee-54e2-a7fa-cdb2196a2709,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,B001-B006,GMP-FULL-B001-Q003,112,L01-S02;L01-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«on» فعل مفرد «est» می‌گیرد، نه «sommes». || «tu» با «es» می‌آید و آشناتر است. || «vous» با «êtes» می‌آید.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,dacc499c-707a-5ea0-b3ee-3fae16ce4c08,2d95b9d7-f446-49d9-bab9-01db75bf00ea,L01-S03,B001-B006,GMP-FULL-B001-Q003,163,L01-S01;L01-S02;L01-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,«ils» گوینده را شامل نمی‌کند و با «sont» می‌آید. || «il» ضمیر سوم‌شخص است، نه خطاب مستقیم. || «il» سوم‌شخص است و با «est» می‌آید.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,ed1e4e4b-62d2-5ed8-8af6-f95c44aacf4c,cfdb9cd8-73ac-48d3-8b53-3434fe851607,L01-S01,B001-B006,GMP-FULL-B001-Q004,20,L01-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L01-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B001–B006 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,پیش از واکه، «de» باید به «d’» تبدیل شود. || Oslo با واکه آغاز می‌شود و باید «d’Oslo» باشد. || Athènes با واکه آغاز می‌شود و باید «d’Athènes» باشد.,Question Bank B001-B006 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
