catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,41612fe2-bdb4-5bed-be32-dbcc59c0ed02,31193bae-229f-465e-a787-fb1b9a85f92e,L39-S02,B174-B177,GMP-FULL-B174-Q001,24,L39-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « irez » ne respecte pas la règle ciblée de L39-S02 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,6fca23cc-223c-5eec-85f6-ea619224dc76,31193bae-229f-465e-a787-fb1b9a85f92e,L39-S02,B174-B177,GMP-FULL-B174-Q001,24,L39-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « allez à » ne respecte pas la règle ciblée de L39-S02 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,a4fb0a09-1a5c-5df9-8089-eeb9bfa97529,31193bae-229f-465e-a787-fb1b9a85f92e,L39-S02,B174-B177,GMP-FULL-B174-Q001,24,L39-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « êtes » ne respecte pas la règle ciblée de L39-S02 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,48c6a355-8940-5ec7-80d7-21e9c960b5cb,5329091c-b0ec-4138-a8a7-04f033a49fed,L39-S04,B174-B177,GMP-FULL-B174-Q002,23,L39-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « appeler la » ne respecte pas la règle ciblée de L39-S04 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,88921e0e-c952-527f-9ecd-1026c033d820,5329091c-b0ec-4138-a8a7-04f033a49fed,L39-S04,B174-B177,GMP-FULL-B174-Q002,23,L39-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « la vais » ne respecte pas la règle ciblée de L39-S04 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,a5c25c26-d2ce-5e1e-8f67-b5302bf6fb76,5329091c-b0ec-4138-a8a7-04f033a49fed,L39-S04,B174-B177,GMP-FULL-B174-Q002,23,L39-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « vais l’ » ne respecte pas la règle ciblée de L39-S04 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,18894a3e-b351-5539-b7fa-108bd49880a8,d61abe20-b274-47ef-aac3-c6ec824af1d6,L39-S05,B174-B177,GMP-FULL-B174-Q003,24,L39-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || Incorrect : « va fallu » ne respecte pas la règle ciblée de L39-S05 dans ce contexte. || Incorrect : « Il va y avoir beaucoup de monde. » ne respecte pas la règle ciblée de L39-S05 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,c1d3d4b9-a2dd-521d-ad72-ce38b3b1e53d,d61abe20-b274-47ef-aac3-c6ec824af1d6,L39-S05,B174-B177,GMP-FULL-B174-Q003,24,L39-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || Incorrect : « faut aller » ne respecte pas la règle ciblée de L39-S05 dans ce contexte. || Incorrect : « Il va falloir réserver une table. » ne respecte pas la règle ciblée de L39-S05 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,f0df3358-dec8-598f-9f9a-b364b7238204,d61abe20-b274-47ef-aac3-c6ec824af1d6,L39-S05,B174-B177,GMP-FULL-B174-Q003,24,L39-S05,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S05,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || Incorrect : « va y avoir » ne respecte pas la règle ciblée de L39-S05 dans ce contexte. || Incorrect : « Il va y avoir du vent demain. » ne respecte pas la règle ciblée de L39-S05 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,028ab82a-2316-5dfe-97ef-474bd7f2ece2,98950c22-d59e-4c70-bc68-472d50110fed,L39-S06,B174-B177,GMP-FULL-B174-Q004,24,L39-S06,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L39-S06,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B174–B177 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect. Cette option applique une forme ou un ordre proche, mais incompatible avec la règle ciblée dans ce contexte. || نادرست است؛ این گزینه یک قاعده یا ترتیب نزدیک را به‌جای الگوی هدف در همین بافت به‌کار می‌برد. || Incorrect : « travailler beaucoup » ne respecte pas la règle ciblée de L39-S06 dans ce contexte.",Question Bank B174-B177 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
