catalogue_version,misconception_id,home_subtopic_id,home_subtopic_code,question_bank_scope,first_external_id,use_count,subtopic_codes_seen,family,name_fa,statement_fa,diagnostic_interpretation_fa,distractor_authoring_hint_fa,priority,status,empirical_commonness,evidence_examples,source_ref
question-bank-misconception-compatibility-v1.0.0,85715163-e5bc-57d0-9f91-c21b64e2aa72,fd5a99a7-4420-4160-ba5f-0ba966e29f49,L43-S04,B193-B198,GMP-FULL-B193-Q001,37,L43-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle ou le rôle discursif ciblé. « Soudain » introduit un événement ponctuel : le passé composé « a retenti » est attendu. || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Tout à coup » introduit un événement ponctuel : passé composé « s’est ouverte ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. L’action soudaine et bornée se met au passé composé : « a quitté ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,add914a6-630d-5575-9422-6df904f81f10,fd5a99a7-4420-4160-ba5f-0ba966e29f49,L43-S04,B193-B198,GMP-FULL-B193-Q001,37,L43-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle ou le rôle discursif ciblé. « Soudain » introduit un événement ponctuel : le passé composé « a retenti » est attendu. || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Tout à coup » introduit un événement ponctuel : passé composé « s’est ouverte ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. L’action soudaine et bornée se met au passé composé : « a quitté ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,c3a2abf8-5ca8-545d-8b7d-3ec476c2a3b0,fd5a99a7-4420-4160-ba5f-0ba966e29f49,L43-S04,B193-B198,GMP-FULL-B193-Q001,37,L43-S04,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S04,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle ou le rôle discursif ciblé. « Soudain » introduit un événement ponctuel : le passé composé « a retenti » est attendu. || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Tout à coup » introduit un événement ponctuel : passé composé « s’est ouverte ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. L’action soudaine et bornée se met au passé composé : « a quitté ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,2cd35210-cd04-5b8b-b7f2-a99e5a6b44f9,21b1c7ef-becd-4faf-bf0d-18b46de350c9,L43-S02,B193-B198,GMP-FULL-B193-Q002,37,L43-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Le radical vient de « nous marchons » sans -ons, puis on ajoute -ions : « marchions ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Être » est l’exception de formation : radical ét- + -iez = « étiez ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Avec « ils », la terminaison est -aient : « ils prenaient », pas « ils prenions ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,c3e287fb-f24d-5546-a3e7-5983d0a0a047,21b1c7ef-becd-4faf-bf0d-18b46de350c9,L43-S02,B193-B198,GMP-FULL-B193-Q002,37,L43-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Le radical vient de « nous marchons » sans -ons, puis on ajoute -ions : « marchions ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Être » est l’exception de formation : radical ét- + -iez = « étiez ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Avec « ils », la terminaison est -aient : « ils prenaient », pas « ils prenions ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,e61bf1aa-d9af-5c2c-9cd1-2687c822c718,21b1c7ef-becd-4faf-bf0d-18b46de350c9,L43-S02,B193-B198,GMP-FULL-B193-Q002,36,L43-S02,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S02,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Le radical vient de « nous marchons » sans -ons, puis on ajoute -ions : « marchions ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. « Être » est l’exception de formation : radical ét- + -iez = « étiez ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Avec « ils », la terminaison est -aient : « ils prenaient », pas « ils prenions ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,376ae3e1-ea21-5d6a-8bea-755cb88ec1ac,d815747f-2645-464a-8ea2-243eb7e24c44,L43-S03,B193-B198,GMP-FULL-B193-Q004,37,L43-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Une description d’arrière-plan dans le passé appelle ici l’imparfait : « était ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La neige constitue le décor en cours au moment de l’événement : imparfait « tombait ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La météo appartient aux circonstances de fond : « il faisait doux ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,9cbf4aca-93a4-5a56-a7bf-8cc74e292498,d815747f-2645-464a-8ea2-243eb7e24c44,L43-S03,B193-B198,GMP-FULL-B193-Q004,37,L43-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Une description d’arrière-plan dans le passé appelle ici l’imparfait : « était ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La neige constitue le décor en cours au moment de l’événement : imparfait « tombait ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La météo appartient aux circonstances de fond : « il faisait doux ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,e92d3e20-8268-5434-b02e-7d64178751cd,d815747f-2645-464a-8ea2-243eb7e24c44,L43-S03,B193-B198,GMP-FULL-B193-Q004,37,L43-S03,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S03,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Une description d’arrière-plan dans le passé appelle ici l’imparfait : « était ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La neige constitue le décor en cours au moment de l’événement : imparfait « tombait ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. La météo appartient aux circonstances de fond : « il faisait doux ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
question-bank-misconception-compatibility-v1.0.0,262f4c2d-437b-5c53-a999-a8f9b9145c61,95964c3a-cde2-42ef-b313-9510e2f75f63,L43-S01,B193-B198,GMP-FULL-B193-Q006,37,L43-S01,QUESTION_BANK_COMPATIBILITY,شناسهٔ تشخیصی سازگاری بانک سؤال — L43-S01,این شناسه برای حفظ نگاشت تشخیصی distractorهای موجود در بانک سؤال B193–B198 ثبت شده است و جایگزین یا توسعهٔ taxonomy رسمی Stage7 نیست.,انتخاب این distractor باید با توضیح همان گزینه و context سؤال تفسیر شود؛ برای authoring جدید باید از شناسه‌های canonical Stage7 استفاده شود.,فقط برای سازگاری داده‌های موجود است؛ برای تولید سؤال جدید استفاده نشود.,COMPATIBILITY,CANDIDATE_PREDEPLOY_CONTENT_REVIEW,NOT_YET_OBSERVED__STAGE27_CALIBRATION,"Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Le repère « chaque vendredi » indique une habitude passée : imparfait « prenait ». || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Une habitude répétée et située dans le passé se formule naturellement à l’imparfait. || Incorrect : cette option ne respecte pas la valeur temporelle, la forme ou le rôle discursif ciblé. Le marqueur d’habitude répétée appelle ici l’imparfait : « elle regardait ».",Question Bank B193-B198 static-authoring artifacts; runtime FK compatibility bridge; Stage23 not executed.
